course_code,course_title,course_descr,instructor,scheduled_time_start,scheduled_time_end,call_number,campus,class_id,course_subtitle,department,department_code,instructor_culpa_link,instructor_culpa_nugget,instructor_culpa_reviews_count,instructor_wikipedia_link,link,location,method_of_instruction,open_to,points,prerequisites,scheduled_days,section_key,type
ACCT B5001,Accounting I: Financial Accoun,,,,,11158,Morningside,B5001-20163-001,,Accounting (ACCT),ACCT,,,,,https://web.archive.org///web/20161101191126/http://www.columbia.edu/cu/bulletin/uwb/subj/ACCT/B5001-20163-001/,,,Business,3,,,20163ACCT5001B001,LECTURE
ACCT B5001,Accounting I: Financial Accoun,,,,,27765,Morningside,B5001-20163-XMT,,Accounting (ACCT),ACCT,,,,,https://web.archive.org///web/20160831155059/http://www.columbia.edu/cu/bulletin/uwb/subj/ACCT/B5001-20163-XMT/,,,Business,0,,,20163ACCT5001BXMT,LECTURE
ACCT B5001,Accounting I: Financial Accoun,,Trevor S Harris,,,71106,Morningside,B5001-20163-002,,Accounting (ACCT),ACCT,,,,https://en.wikipedia.org/wiki/Trevor_S._Harris,https://web.archive.org///web/20160831155054/http://www.columbia.edu/cu/bulletin/uwb/subj/ACCT/B5001-20163-002/,,,Business,3,,,20163ACCT5001B002,LECTURE
ACCT B5007,Financial Planning & Analysis,,Igor Vaysman,,,18854,Morningside,B5007-20163-300,,Accounting (ACCT),ACCT,,,,,https://web.archive.org///web/20160831155106/http://www.columbia.edu/cu/bulletin/uwb/subj/ACCT/B5007-20163-300/,,,Business,1.5,,,20163ACCT5007B300,LECTURE
ACCT B5007,Financial Planning & Analysis,,,,,69890,Morningside,B5007-20163-400,Managerial Accounting (EMBA-Gl,Accounting (ACCT),ACCT,,,,,https://web.archive.org///web/20160831153707/http://www.columbia.edu/cu/bulletin/uwb/subj/ACCT/B5007-20163-400/,,,Business,1.5,,,20163ACCT5007B400,LECTURE
ACCT B5902,Private Equity and Venture Cap,,,,,61964,Morningside,B5902-20163-300,,Accounting (ACCT),ACCT,,,,,https://web.archive.org///web/20161222194030/http://www.columbia.edu/cu/bulletin/uwb/subj/ACCT/B5902-20163-300/,,,Business,3,,,20163ACCT5902B300,LECTURE
ACCT B6001,Accounting I: Financial Accoun,,Edwige Cheynel,2:15pm,3:45pm,11123,Morningside,B6001-20163-006,,Accounting (ACCT),ACCT,,,,,https://web.archive.org///web/20160831153737/http://www.columbia.edu/cu/bulletin/uwb/subj/ACCT/B6001-20163-006/,326 Uris Hall,,Business,3,,TR,20163ACCT6001B006,LECTURE
ACCT B6001,Accounting I: Financial Accoun,,Edwige Cheynel,10:45am,12:15pm,20034,Morningside,B6001-20163-005,,Accounting (ACCT),ACCT,,,,,https://web.archive.org///web/20160831153732/http://www.columbia.edu/cu/bulletin/uwb/subj/ACCT/B6001-20163-005/,326 Uris Hall,,Business,3,,TR,20163ACCT6001B005,LECTURE
ACCT B6001,Accounting I: Financial Accoun,,Dan Amiram,9:00am,10:30am,24898,Morningside,B6001-20163-001,,Accounting (ACCT),ACCT,,,,https://en.wikipedia.org/wiki/Dan_Amiram,https://web.archive.org///web/20161101191131/http://www.columbia.edu/cu/bulletin/uwb/subj/ACCT/B6001-20163-001/,311 W & J Warren Hall,,Business,3,,TR,20163ACCT6001B001,LECTURE
ACCT B6001,Accounting I: Financial Accoun,,Alon Kalay,4:00pm,5:30pm,27730,Morningside,B6001-20163-008,,Accounting (ACCT),ACCT,,,,,https://web.archive.org///web/20160831153747/http://www.columbia.edu/cu/bulletin/uwb/subj/ACCT/B6001-20163-008/,303 Uris Hall,,Business,3,,TR,20163ACCT6001B008,LECTURE
ACCT B6001,Accounting I: Financial Accoun,,Urooj Khan,10:45am,12:15pm,28946,Morningside,B6001-20163-003,,Accounting (ACCT),ACCT,http://culpa.info/professors/13912,,1.0,,https://web.archive.org///web/20160831153722/http://www.columbia.edu/cu/bulletin/uwb/subj/ACCT/B6001-20163-003/,141 Uris Hall,,Business,3,,TR,20163ACCT6001B003,LECTURE
ACCT B6001,Accounting I: Financial Accoun,,,,,62160,Morningside,B6001-20163-XMT,Exemption: Accounting I: Finan,Accounting (ACCT),ACCT,,,,,https://web.archive.org///web/20160831155110/http://www.columbia.edu/cu/bulletin/uwb/subj/ACCT/B6001-20163-XMT/,,,Business,0,,,20163ACCT6001BXMT,LECTURE
ACCT B6001,Accounting I: Financial Accoun,,Urooj Khan,9:00am,10:30am,63376,Morningside,B6001-20163-004,,Accounting (ACCT),ACCT,http://culpa.info/professors/13912,,1.0,,https://web.archive.org///web/20160831153727/http://www.columbia.edu/cu/bulletin/uwb/subj/ACCT/B6001-20163-004/,141 Uris Hall,,Business,3,,TR,20163ACCT6001B004,LECTURE
ACCT B6001,Accounting I: Financial Accoun,,Alon Kalay,2:15pm,3:45pm,71071,Morningside,B6001-20163-007,,Accounting (ACCT),ACCT,,,,,https://web.archive.org///web/20160831153742/http://www.columbia.edu/cu/bulletin/uwb/subj/ACCT/B6001-20163-007/,303 Uris Hall,,Business,3,,TR,20163ACCT6001B007,LECTURE
ACCT B6001,Accounting I: Financial Accoun,,Dan Amiram,10:45am,12:15pm,72287,Morningside,B6001-20163-002,,Accounting (ACCT),ACCT,,,,https://en.wikipedia.org/wiki/Dan_Amiram,https://web.archive.org///web/20160831153717/http://www.columbia.edu/cu/bulletin/uwb/subj/ACCT/B6001-20163-002/,311 W & J Warren Hall,,Business,3,,TR,20163ACCT6001B002,LECTURE
ACCT B7008,Earnings Quality & Fundamental,,Doron Nissim,,,10688,Morningside,B7008-20163-001,,Accounting (ACCT),ACCT,,,,,https://web.archive.org///web/20160831153752/http://www.columbia.edu/cu/bulletin/uwb/subj/ACCT/B7008-20163-001/,,,Business,3,,,20163ACCT7008B001,LECTURE
ACCT B7009,Financial Statement Analysis a,,Amir Ziv,,,27295,Morningside,B7009-20163-002,,Accounting (ACCT),ACCT,,,,,https://web.archive.org///web/20160831153757/http://www.columbia.edu/cu/bulletin/uwb/subj/ACCT/B7009-20163-002/,,,Business,3,,,20163ACCT7009B002,LECTURE
ACCT B7009,Financial Statement Analysis a,,Sharon P Katz,,,61725,Morningside,B7009-20163-100,,Accounting (ACCT),ACCT,,,,,https://web.archive.org///web/20160831153802/http://www.columbia.edu/cu/bulletin/uwb/subj/ACCT/B7009-20163-100/,,,Business,3,,,20163ACCT7009B100,LECTURE
ACCT B7009,Financial Statement Analysis a,,Amir Ziv,,,70636,Morningside,B7009-20163-001,,Accounting (ACCT),ACCT,,,,,https://web.archive.org///web/20160831155116/http://www.columbia.edu/cu/bulletin/uwb/subj/ACCT/B7009-20163-001/,,,Business,3,,,20163ACCT7009B001,LECTURE
ACCT B8008,Earnings Quality & Fundamental,,Doron Nissim,9:00am,10:30am,13919,Morningside,B8008-20163-001,,Accounting (ACCT),ACCT,,,,,https://web.archive.org///web/20160831153911/http://www.columbia.edu/cu/bulletin/uwb/subj/ACCT/B8008-20163-001/,333 Uris Hall,,Business,3,,MW,20163ACCT8008B001,LECTURE
ACCT B8008,Earnings Quality & Fundamental,,Doron Nissim,10:45am,12:15pm,73867,Morningside,B8008-20163-002,,Accounting (ACCT),ACCT,,,,,https://web.archive.org///web/20160831153912/http://www.columbia.edu/cu/bulletin/uwb/subj/ACCT/B8008-20163-002/,333 Uris Hall,,Business,3,,MW,20163ACCT8008B002,LECTURE
ACCT B8010,Fundamental Analysis for Inves,,Trevor S Harris,9:00am,12:15pm,64956,Morningside,B8010-20163-001,,Accounting (ACCT),ACCT,,,,https://en.wikipedia.org/wiki/Trevor_S._Harris,https://web.archive.org///web/20160831153916/http://www.columbia.edu/cu/bulletin/uwb/subj/ACCT/B8010-20163-001/,140 Uris Hall,,Business,3,,R,20163ACCT8010B001,LECTURE
ACCT B8012,VALUE INVESTING IN CREDIT MRKT,,Justin Muzinich,4:00pm,7:15pm,21615,Morningside,B8012-20163-001,Value Investing in Credit Mark,Accounting (ACCT),ACCT,,,,https://en.wikipedia.org/wiki/Justin_Muzinich,https://web.archive.org///web/20160831155121/http://www.columbia.edu/cu/bulletin/uwb/subj/ACCT/B8012-20163-001/,To be announced,,Business,3,,T,20163ACCT8012B001,LECTURE
ACCT B9010,(PhD) Valuation and Financial,,Stephen H Penman,9:30am,12:45pm,60004,Morningside,B9010-20163-001,,Accounting (ACCT),ACCT,,,,,https://web.archive.org///web/20160831155126/http://www.columbia.edu/cu/bulletin/uwb/subj/ACCT/B9010-20163-001/,328 Uris Hall,,Business,3,,W,20163ACCT9010B001,LECTURE
ADDN D5301,PRECLINICAL COMPREHENSIVE CARE I,,Roseanna Graham,,,77546,Health Science,D5301-20163-081,PRECLINICAL DENTISTRY I,Dental and Oral Surgery,ADDN,,,,,https://web.archive.org///web/20160620221404/http://www.columbia.edu/cu/bulletin/uwb/subj/ADDN/D5301-20163-081/,,,Columbia College,0,,,20163ADDN5301D081,INDEPENDENT
ADDN D6303,PRECLINICAL COMPREHENSIVE CARE III,,Roseanna Graham,,,87040,Health Science,D6303-20163-082,PRECLINICAL DENTISTRY III LAB,Dental and Oral Surgery,ADDN,,,,,https://web.archive.org///web/20160620221409/http://www.columbia.edu/cu/bulletin/uwb/subj/ADDN/D6303-20163-082/,,,,0,,,20163ADDN6303D082,SEMINAR
ADDN D6304,PRECLINICAL COMPREHENSIVE CARE IV,,Richard M Lichtenthal,,,89529,Health Science,D6304-20163-082,PRECLNCL COMPREHENSIVE CARE,Dental and Oral Surgery,ADDN,,,,,https://web.archive.org///web/20160620221414/http://www.columbia.edu/cu/bulletin/uwb/subj/ADDN/D6304-20163-082/,,,,0,,,20163ADDN6304D082,INDEPENDENT
AFAS GR6100,AF-AM: PRO SEMINAR,"This course introduces students to central questions and debates in the fields of African American Studies, and it explores the various interdisciplinary efforts to address them. The seminar is designed to provide an interdisciplinary foundation and familiarize students with a number of methodological approaches. Toward this end we will have a number of class visitors/guest lecturers drawn from members of IRAAS's Core and Affiliated Faculty.",Steven Gregory,4:10pm,6:00pm,16346,Morningside,GR6100-20163-001,,"African-American Studies, Institute for Research in",AFAS,http://culpa.info/professors/1390,,5.0,,https://web.archive.org///web/20161227023003/http://www.columbia.edu/cu/bulletin/uwb/subj/AFAS/GR6100-20163-001/,758 EXT Schermerhorn Hall [SCH],,Graduate School of Arts and Science,4,,R,20163AFAS6100G001,SEMINAR
AFAS GU4080,TOPICS IN THE BLACK EXPERIENCE,Please refer to Institute for Research in African American Studies for section-by-section course descriptions.,Christine A Pinnock,12:10pm,2:00pm,16503,Morningside,GU4080-20163-003,CARIBBEAN GENDER IDENTITY,"African-American Studies, Institute for Research in",AFAS,,,,,https://web.archive.org///web/20161227023001/http://www.columbia.edu/cu/bulletin/uwb/subj/AFAS/GU4080-20163-003/,758 EXT Schermerhorn Hall [SCH],,"Barnard
Columbia College
Engineering and Applied Science: Graduate
Engineering and Applied Science: Undergraduate
General Studies
Global Programs
Graduate School of Arts and Science
International and Public Affairs
School of Professional Studies
School of the Arts",4,,R,20163AFAS4080G003,SEMINAR
