course_code,course_title,course_descr,instructor,scheduled_time_start,scheduled_time_end,call_number,campus,class_id,course_subtitle,department,department_code,instructor_wikipedia_link,link,location,method_of_instruction,open_to,points,prerequisites,scheduled_days,section_key,type
ACCT B5001,Financial Accounting,,,,,15195,,B5001-20253-XMT,,Accounting (ACCT),ACCT,,https://doc.sis.columbia.edu/subj/ACCT/B5001-20253-XMT/,,In-Person,Business,0,,,20253ACCT5001BXMT,LECTURE
ACCT B5001,Financial Accounting,,Amir Ziv,,,16542,,B5001-20253-001,,Accounting (ACCT),ACCT,,https://doc.sis.columbia.edu/subj/ACCT/B5001-20253-001/,,In-Person,Business,3,,,20253ACCT5001B001,LECTURE
ACCT B5001,Financial Accounting,,Amir Ziv,,,16545,,B5001-20253-002,,Accounting (ACCT),ACCT,,https://doc.sis.columbia.edu/subj/ACCT/B5001-20253-002/,,In-Person,Business,3,,,20253ACCT5001B002,LECTURE
ACCT B5902,Private Equity and Venture Cap,,Faculty,,,16126,,B5902-20253-300,Private Equity and Ventur,Accounting (ACCT),ACCT,,https://doc.sis.columbia.edu/subj/ACCT/B5902-20253-300/,,In-Person,,3,,,20253ACCT5902B300,LECTURE
ACCT B5902,Private Equity and Venture Cap,,Faculty,,,16127,,B5902-20253-301,Private Equity and Ventur,Accounting (ACCT),ACCT,,https://doc.sis.columbia.edu/subj/ACCT/B5902-20253-301/,,In-Person,,3,,,20253ACCT5902B301,LECTURE
ACCT B6001,Financial Accounting,,Faculty,,,15196,,B6001-20253-XMT,,Accounting (ACCT),ACCT,,https://doc.sis.columbia.edu/subj/ACCT/B6001-20253-XMT/,,In-Person,Business,0,,,20253ACCT6001BXMT,LECTURE
ACCT B6001,Financial Accounting,,Wei Cai,,,16296,,B6001-20253-009,,Accounting (ACCT),ACCT,,https://doc.sis.columbia.edu/subj/ACCT/B6001-20253-009/,,In-Person,,3,,,20253ACCT6001B009,LECTURE
ACCT B6001,Financial Accounting,,Wei Cai,,,16297,,B6001-20253-010,,Accounting (ACCT),ACCT,,https://doc.sis.columbia.edu/subj/ACCT/B6001-20253-010/,,In-Person,,3,,,20253ACCT6001B010,LECTURE
ACCT B6001,Financial Accounting,,Sehwa Kim,,,16298,,B6001-20253-003,,Accounting (ACCT),ACCT,,https://doc.sis.columbia.edu/subj/ACCT/B6001-20253-003/,,In-Person,,3,,,20253ACCT6001B003,LECTURE
ACCT B6001,Financial Accounting,,Syrena Shirley,,,16299,,B6001-20253-004,,Accounting (ACCT),ACCT,,https://doc.sis.columbia.edu/subj/ACCT/B6001-20253-004/,,In-Person,,3,,,20253ACCT6001B004,LECTURE
ACCT B6001,Financial Accounting,,Syrena Shirley,,,16300,,B6001-20253-005,,Accounting (ACCT),ACCT,,https://doc.sis.columbia.edu/subj/ACCT/B6001-20253-005/,,In-Person,,3,,,20253ACCT6001B005,LECTURE
ACCT B6001,Financial Accounting,,Sehwa Kim,,,16301,,B6001-20253-001,,Accounting (ACCT),ACCT,,https://doc.sis.columbia.edu/subj/ACCT/B6001-20253-001/,,In-Person,,3,,,20253ACCT6001B001,LECTURE
ACCT B6001,Financial Accounting,,Sehwa Kim,,,16302,,B6001-20253-002,,Accounting (ACCT),ACCT,,https://doc.sis.columbia.edu/subj/ACCT/B6001-20253-002/,,In-Person,,3,,,20253ACCT6001B002,LECTURE
ACCT B6001,Financial Accounting,,Wei Cai,,,16303,,B6001-20253-006,,Accounting (ACCT),ACCT,,https://doc.sis.columbia.edu/subj/ACCT/B6001-20253-006/,,In-Person,,3,,,20253ACCT6001B006,LECTURE
ACCT B6001,Financial Accounting,,Sehwa Kim,,,16304,,B6001-20253-007,,Accounting (ACCT),ACCT,,https://doc.sis.columbia.edu/subj/ACCT/B6001-20253-007/,,In-Person,,3,,,20253ACCT6001B007,LECTURE
ACCT B6001,Financial Accounting,,Syrena Shirley,,,16305,,B6001-20253-008,,Accounting (ACCT),ACCT,,https://doc.sis.columbia.edu/subj/ACCT/B6001-20253-008/,,In-Person,,3,,,20253ACCT6001B008,LECTURE
