course_code,course_title,course_descr,instructor,scheduled_time_start,scheduled_time_end,call_number,campus,class_id,course_subtitle,department,department_code,instructor_culpa_link,instructor_culpa_nugget,instructor_culpa_reviews_count,instructor_wikipedia_link,link,location,method_of_instruction,open_to,points,prerequisites,scheduled_days,section_key,type
ACLG UN2028,INTRO TO 21ST CENT ARCHAEOLOGY,"This course provides a comprehensive introduction to archaeology. We start with a critical overview of the origins of the discipline in the 18th and 19th centuries, and then move on to consider key themes in current archaeological thinking. These include ‘time and the past: what is the difference’? What are archaeological sites and how do we ‘discover’ them? How is the relationship between the living and the dead negotiated through archaeological practice? What are the ethical issues? How do we create narratives from archaeological evidence? Who gets written in and out of these histories? Archaeology in film and media is also covered.",Hannah Chazin,10:10am,11:25am,15673,Morningside,UN2028-20181-001,,Anthropology,ACLG,,,,,https://web.archive.org///web/20171229010117/http://www.columbia.edu/cu/bulletin/uwb/subj/ACLG/UN2028-20181-001/,To be announced,,"Barnard
Columbia College
Engineering and Applied Science: Undergraduate
General Studies
Global Programs
School of Professional Studies",3,,TR,20181ACLG2028V001,LECTURE
ACLG UN2028,INTRO TO 21ST CENT ARCHAEOLOGY,"This course provides a comprehensive introduction to archaeology. We start with a critical overview of the origins of the discipline in the 18th and 19th centuries, and then move on to consider key themes in current archaeological thinking. These include ‘time and the past: what is the difference’? What are archaeological sites and how do we ‘discover’ them? How is the relationship between the living and the dead negotiated through archaeological practice? What are the ethical issues? How do we create narratives from archaeological evidence? Who gets written in and out of these histories? Archaeology in film and media is also covered.",Hannah Chazin,11:40am,12:55pm,15673,Morningside,UN2028-20181-001,,Anthropology,ACLG,,,,,https://web.archive.org///web/20180701222426/http://www.columbia.edu/cu/bulletin/uwb/subj/ACLG/UN2028-20181-001,5AB KRAFT CENTER,,"Barnard
Columbia College
Engineering and Applied Science: Undergraduate
General Studies
Global Programs
School of Professional Studies",3,,TR,20181ACLG2028V001,LECTURE
ACLS BC3450,WOMEN AND LEADERSHIP,"Prerequisites: Permission of instructor. Limited to 15. 
   Examination of the social conditions and linguistic practices that have shaped the historical and contemporary gendering of leadership, power, and authority in the United States and around the world. Through examples drawn from the social, political, and economic worlds, we will explore leadership in varying racial, class, and regional contexts.",Heather M Hurwitz,12:10pm,2:00pm,04851,Barnard College,BC3450-20181-001,,Athena Center for Leadership Studies @Barnard,ACLS,http://localhost:8801/professors/13284,,1.0,,https://web.archive.org///web/20180121180437/http://www.columbia.edu/cu/bulletin/uwb/subj/ACLS/BC3450-20181-001,308 Diana Center,,"Barnard
Columbia College
Engineering and Applied Science: Undergraduate
General Studies
Global Programs
School of Professional Studies",4,,T,20181ACLS3450X001,SEMINAR
ACLS BC3450,WOMEN AND LEADERSHIP,"Prerequisites: Permission of instructor. Limited to 15. 
   Examination of the social conditions and linguistic practices that have shaped the historical and contemporary gendering of leadership, power, and authority in the United States and around the world. Through examples drawn from the social, political, and economic worlds, we will explore leadership in varying racial, class, and regional contexts.",Heather M Hurwitz,12:10pm,2:00pm,04851,Barnard College,BC3450-20181-001,,Athena Center for Leadership Studies @Barnard,ACLS,http://localhost:8801/professors/13284,,1.0,,https://web.archive.org///web/20180707043010/http://www.columbia.edu/cu/bulletin/uwb/subj/ACLS/BC3450-20181-001,308 Diana Center,,"Barnard
Columbia College
Engineering and Applied Science: Undergraduate
General Studies
Global Programs
School of Professional Studies",4,,T,20181ACLS3450X001,SEMINAR
ACTU PS5630,PROPERTY/CASUALTY,,,8:10pm,10:00pm,77280,Morningside,PS5630-20181-D01,PROPERTY & CASUALTY,School of Professional Studies,ACTU,,,,,https://web.archive.org///web/20180625203433/http://www.columbia.edu/cu/bulletin/uwb/subj/ACTU/PS5630-20181-D01/,ONLINE ONLY,,"Graduate School of Arts and Science
School of Professional Studies",3,,M,20181ACTU5630KD01,LECTURE
AFEN BC3253,BEFORE 'BLACK LIVES MATTER':READING INSU,"Black Lives Matter is an American phenomenon. This course situates BLM in relation to other and earlier movements in the Global South and elsewhere. Through textual analysis and critical reading, we take up the discursive, rhetorical, and poetical strategies of opposition to marginalization, criminalization, and racial othering.",Yvette Christianse,2:10pm,4:00pm,05597,Barnard College,BC3253-20181-001,BEFORE 'BLACK LIVES MATTER',Africana Studies (AFSB),AFEN,,,,https://en.wikipedia.org/wiki/Yvette_Christians%C3%AB,https://web.archive.org///web/20180128112719/http://www.columbia.edu/cu/bulletin/uwb/subj/AFEN/BC3253-20181-001,409 Barnard Hall,,"Barnard
Columbia College
Engineering and Applied Science: Undergraduate
General Studies
Global Programs
School of Professional Studies",4,,R,20181AFEN3253X001,SEMINAR
AFEN BC3253,BEFORE 'BLACK LIVES MATTER':READING INSU,"Black Lives Matter is an American phenomenon. This course situates BLM in relation to other and earlier movements in the Global South and elsewhere. Through textual analysis and critical reading, we take up the discursive, rhetorical, and poetical strategies of opposition to marginalization, criminalization, and racial othering.",Yvette Christianse,2:10pm,4:00pm,05597,Barnard College,BC3253-20181-001,BEFORE 'BLACK LIVES MATTER',Africana Studies (AFSB),AFEN,,,,https://en.wikipedia.org/wiki/Yvette_Christians%C3%AB,https://web.archive.org///web/20180625030603/http://www.columbia.edu/cu/bulletin/uwb/subj/AFEN/BC3253-20181-001,409 Barnard Hall,,"Barnard
Columbia College
Engineering and Applied Science: Undergraduate
General Studies
Global Programs
School of Professional Studies",4,,R,20181AFEN3253X001,SEMINAR
AFRS BC3125,DIASPORIC WOMEN AT WORK,"This course is an exploration of different ways of conceptualizing the relationships between gender and labor over time, including critiques linking gendered labor to race and class. Grounded primarily in ethnography and political economy, we will look at some of the changes and continuities in the relationship between gender and forms of labor ranging from women in factories to affective labor/caring work in the African Diaspora, particularly the Caribbean and Latin America.",Tamisha D Navarro,2:10pm,4:00pm,02048,Barnard College,BC3125-20181-001,,Africana Studies (AFRS),AFRS,,,,,https://web.archive.org///web/20180125123803/http://www.columbia.edu/cu/bulletin/uwb/subj/AFRS/BC3125-20181-001,117 Barnard Hall,,"Barnard
Columbia College
Engineering and Applied Science: Undergraduate
General Studies
Graduate School of Arts and Science",4,,T,20181AFRS3125X001,SEMINAR
AFRS BC3125,DIASPORIC WOMEN AT WORK,"This course is an exploration of different ways of conceptualizing the relationships between gender and labor over time, including critiques linking gendered labor to race and class. Grounded primarily in ethnography and political economy, we will look at some of the changes and continuities in the relationship between gender and forms of labor ranging from women in factories to affective labor/caring work in the African Diaspora, particularly the Caribbean and Latin America.",Tamisha D Navarro,2:10pm,4:00pm,02048,Barnard College,BC3125-20181-001,,Africana Studies (AFRS),AFRS,,,,,https://web.archive.org///web/20180611155717/http://www.columbia.edu/cu/bulletin/uwb/subj/AFRS/BC3125-20181-001/,117 Barnard Hall,,"Barnard
Columbia College
Engineering and Applied Science: Undergraduate
General Studies
Graduate School of Arts and Science",4,,T,20181AFRS3125X001,SEMINAR
AHIS BC3675,FEMINISM/POSTMODERNISM IN ART,,Rosalyn Deutsche,1:10pm,2:25pm,06623,Barnard College,BC3675-20181-001,FEMINISM/POSTMODERNISM IN A,Art History @Barnard,AHIS,http://culpa.info/professors/1512,silver,11.0,,https://web.archive.org///web/20180312023125/http://www.columbia.edu/cu/bulletin/uwb/subj/AHIS/BC3675-20181-001,329 Pupin Laboratories,,"Barnard
Columbia College
Engineering and Applied Science: Undergraduate
General Studies
Global Programs
School of Professional Studies",3,,TR,20181AHIS3675X001,LECTURE
AHIS BC3675,FEMINISM/POSTMODERNISM IN ART,,Rosalyn Deutsche,1:10pm,2:25pm,06623,Barnard College,BC3675-20181-001,FEMINISM/POSTMODERNISM IN A,Art History @Barnard,AHIS,http://culpa.info/professors/1512,silver,11.0,,https://web.archive.org///web/20180628144805/http://www.columbia.edu/cu/bulletin/uwb/subj/AHIS/BC3675-20181-001,329 Pupin Laboratories,,"Barnard
Columbia College
Engineering and Applied Science: Undergraduate
General Studies
Global Programs
School of Professional Studies",3,,TR,20181AHIS3675X001,LECTURE
AHIS BC3915,ISLAM AND MEDIEVAL WEST,,Joseph S Ackley,10:10am,12:00pm,00966,Barnard College,BC3915-20181-001,,Art History @Barnard,AHIS,http://culpa.info/professors/13035,silver,5.0,,https://web.archive.org///web/20171222012743/http://www.columbia.edu/cu/bulletin/uwb/subj/AHIS/BC3915-20181-001/,502 Diana Center,,"Barnard
Columbia College
Engineering and Applied Science: Undergraduate
General Studies
Global Programs
School of Professional Studies",4,,T,20181AHIS3915X001,SEMINAR
AHIS BC3915,ISLAM AND MEDIEVAL WEST,,Joseph S Ackley,10:10am,12:00pm,00966,Barnard College,BC3915-20181-001,,Art History @Barnard,AHIS,http://culpa.info/professors/13035,silver,5.0,,https://web.archive.org///web/20180707050222/http://www.columbia.edu/cu/bulletin/uwb/subj/AHIS/BC3915-20181-001,502 Diana Center,,"Barnard
Columbia College
Engineering and Applied Science: Undergraduate
General Studies
Global Programs
School of Professional Studies",4,,T,20181AHIS3915X001,SEMINAR
AHIS GR8336,REMBRANDT,"This course will look at all aspects of Rembrandt’s work. It will consider Rembrandt’s paintings as well as his work in an exceptionally wide range of other visual media. We will examine, whenever possible in museum settings, Rembrandt’s use not only of oil, but of pen and ink, chalk, wash, quill pen, reed pen, etching, engraving, drypoint, different kinds of paper and so on. We will assess his role in Dutch politics, religion, and morality; his relations with other artists; the ways his studio functioned; and his own concept of how the market worked and ought to work. Above all we will focus on his art – whether his own changing concept of art, the techniques he used or the place of his work in the visual culture of his time. In every case questions of agency and materiality – old before they became new again – will be considered.",David A Freedberg,2:10pm,4:00pm,60831,Morningside,GR8336-20181-001,,Art History and Archaeology,AHIS,,,,https://en.wikipedia.org/wiki/David_Freedberg,https://web.archive.org///web/20180625151648/http://www.columbia.edu/cu/bulletin/uwb/subj/AHIS/GR8336-20181-001/,832 Schermerhorn Hall [SCH],,"Engineering and Applied Science: Graduate
Graduate School of Arts and Science
International and Public Affairs
School of Professional Studies
School of the Arts",4,,R,20181AHIS8336G001,SEMINAR
AHIS GR8432,ART/THEORY IN A GLOBAL CONTEXT,,John Rajchman,2:10pm,4:00pm,73437,Morningside,GR8432-20181-001,,Art History and Archaeology,AHIS,,,,https://en.wikipedia.org/wiki/John_Rajchman,https://web.archive.org///web/20171229054912/http://www.columbia.edu/cu/bulletin/uwb/subj/AHIS/GR8432-20181-001/,930 Schermerhorn Hall [SCH],,"Engineering and Applied Science: Graduate
Graduate School of Arts and Science
International and Public Affairs
School of Professional Studies
School of the Arts",4,,R,20181AHIS8432Q001,SEMINAR
AHIS GR8611,INK PAINTING OF MEDIEVAL JPN,"Explores the origins and development of the ink painting tradition in Japan from the 14th - 16th centuries, paying special attention to Chinese precedents, the format of the poem-picture scroll, and the Japanese Zen monastic milieu in which the genre flourished.",Matthew P McKelway,2:10pm,4:00pm,25784,Morningside,GR8611-20181-001,,Art History and Archaeology,AHIS,http://localhost:8801/professors/3330,,6.0,,https://web.archive.org///web/20180625151649/http://www.columbia.edu/cu/bulletin/uwb/subj/AHIS/GR8611-20181-001/,930 Schermerhorn Hall [SCH],,"Engineering and Applied Science: Graduate
Graduate School of Arts and Science
International and Public Affairs
School of Professional Studies
School of the Arts",4,,W,20181AHIS8611G001,SEMINAR
AHIS GU4583,THE CRAFT OF IVORY,"Studying the art of ivory in the Middle Ages provides art historians with the wide spectrum about the history of styles and craftsmanship. The relatively huge amount of the surviving material enables us to tell a relatively coherent story about the production of this material. In the focus of this seminar are the products of the so-called medieval Islamic ivories, mainly those produced in the Arab Mediterranean and the Levant. These artifacts are usually datable between the 7
th
 and the 14
th
 centuries. The discussions in the class will concentrate on carved, incised, painted, and wood and ivory intarsia objects as well as on issues concerning trade, availability, meanings, iconographies, patronage, ownerships, as well as the relationship of this material to other substances, such as wood, textiles, metal and precious stones.",Avinoam Shalem,4:10pm,6:00pm,91196,Morningside,GU4583-20181-001,,Art History and Archaeology,AHIS,http://culpa.info/professors/13064,,4.0,https://en.wikipedia.org/wiki/Avinoam_Shalem,https://web.archive.org///web/20171228174102/http://www.columbia.edu/cu/bulletin/uwb/subj/AHIS/GU4583-20181-001/,832 Schermerhorn Hall [SCH],,"Barnard
Columbia College
Engineering and Applied Science: Graduate
Engineering and Applied Science: Undergraduate
General Studies
Graduate School of Arts and Science
International and Public Affairs
School of Professional Studies
School of the Arts",4,,T,20181AHIS4583W001,SEMINAR
AHIS GU4583,THE CRAFT OF IVORY,"Studying the art of ivory in the Middle Ages provides art historians with the wide spectrum about the history of styles and craftsmanship. The relatively huge amount of the surviving material enables us to tell a relatively coherent story about the production of this material. In the focus of this seminar are the products of the so-called medieval Islamic ivories, mainly those produced in the Arab Mediterranean and the Levant. These artifacts are usually datable between the 7
th
 and the 14
th
 centuries. The discussions in the class will concentrate on carved, incised, painted, and wood and ivory intarsia objects as well as on issues concerning trade, availability, meanings, iconographies, patronage, ownerships, as well as the relationship of this material to other substances, such as wood, textiles, metal and precious stones.",Avinoam Shalem,4:10pm,6:00pm,91196,Morningside,GU4583-20181-001,,Art History and Archaeology,AHIS,http://culpa.info/professors/13064,,4.0,https://en.wikipedia.org/wiki/Avinoam_Shalem,https://web.archive.org///web/20180625151443/http://www.columbia.edu/cu/bulletin/uwb/subj/AHIS/GU4583-20181-001/,832 Schermerhorn Hall [SCH],,"Barnard
Columbia College
Engineering and Applied Science: Graduate
Engineering and Applied Science: Undergraduate
General Studies
Graduate School of Arts and Science
International and Public Affairs
School of Professional Studies
School of the Arts",4,,T,20181AHIS4583W001,SEMINAR
AHIS UN2412,18TH CENTURY ART IN EUROPE,"This course will examine the history of art in Europe from the late seventeenth to the early nineteenth century. This was a period of dramatic cultural change, marked by, among other things, the challenging of traditional artistic hierarchies; increased opportunities for travel, trade, and exchange; and the emergence of “the public” as a critical new audience for art. Students will be introduced to major artists, works, and media, as well as to key themes in the art historical scholarship. Topics will include: the birth of art criticism; the development of the art market; domesticity and the cult of sensibility; the ascension of women artists and patrons; and the visual culture of empire, slavery, and revolution. The emphasis will be on France and Britain, with forays to Italy, Spain, Germany, India, America, and elsewhere.",,2:40pm,3:55pm,70177,Morningside,UN2412-20181-001,EIGHTEENTH CENTURY ART IN EURO,Art History and Archaeology,AHIS,,,,,https://web.archive.org///web/20180625164756/http://www.columbia.edu/cu/bulletin/uwb/subj/AHIS/UN2412-20181-001/,612 Schermerhorn Hall [SCH],,"Barnard
Columbia College
General Studies",3,,TR,20181AHIS2412V001,LECTURE
AHIS UN2413,18TH CENTURY ART IN EUR-DISC,,,,,62220,Morningside,UN2413-20181-002,EIGHTEENTH CENTURY ART IN EURO,Art History and Archaeology,AHIS,,,,,https://web.archive.org///web/20171228174711/http://www.columbia.edu/cu/bulletin/uwb/subj/AHIS/UN2413-20181-002/,,,"Barnard
Columbia College
General Studies",0,,,20181AHIS2413V002,DISCUSSION
