course_code,course_title,course_descr,instructor,scheduled_time_start,scheduled_time_end,call_number,campus,class_id,course_subtitle,department,department_code,instructor_culpa_link,instructor_culpa_nugget,instructor_culpa_reviews_count,instructor_wikipedia_link,link,location,method_of_instruction,open_to,points,prerequisites,scheduled_days,section_key,type
ACLS BC3450,WOMEN AND LEADERSHIP,"Prerequisites: Permission of instructor. Limited to 15. 
   Examination of the social conditions and linguistic practices that have shaped the historical and contemporary gendering of leadership, power, and authority in the United States and around the world. Through examples drawn from the social, political, and economic worlds, we will explore leadership in varying racial, class, and regional contexts.",,12:10pm,2:00pm,06710,Barnard College,BC3450-20193-001,,Athena Center for Leadership Studies @Barnard,ACLS,,,,,https://web.archive.org///web/20190529130509/http://www.columbia.edu/cu/bulletin/uwb/subj/ACLS/BC3450-20193-001/,To be announced,Classroom,Barnard,4,,R,20193ACLS3450X001,SEMINAR
ACLS BC3450,WOMEN AND LEADERSHIP,"Prerequisites: Permission of instructor. Limited to 15. 
   Examination of the social conditions and linguistic practices that have shaped the historical and contemporary gendering of leadership, power, and authority in the United States and around the world. Through examples drawn from the social, political, and economic worlds, we will explore leadership in varying racial, class, and regional contexts.",,12:10pm,2:00pm,06711,Barnard College,BC3450-20193-002,,Athena Center for Leadership Studies @Barnard,ACLS,,,,,https://web.archive.org///web/20190529130512/http://www.columbia.edu/cu/bulletin/uwb/subj/ACLS/BC3450-20193-002/,To be announced,Classroom,Barnard,4,,T,20193ACLS3450X002,SEMINAR
ACLS BC3997,INTERDISCIPLINARY SENIOR SEM,"Prerequisites: ACLS BC3450.  Enrollment limited to Barnard seniors participating in the Athena Scholars Program. 
    Limited to seniors participating in the Athena Scholars Program.   Students will develop a social action project where they must demonstrate leadership skills in an off-campus setting.  Students will be expected to develop and implement a detailed plan to start their project.  Then they will collaborate with other class members to advance their projects, report to their peers on their accomplishments and have an opportunity to work closely with organizations across the city on their efforts.",,10:10am,12:00pm,06712,Barnard College,BC3997-20193-001,,Athena Center for Leadership Studies @Barnard,ACLS,,,,,https://web.archive.org///web/20190529130514/http://www.columbia.edu/cu/bulletin/uwb/subj/ACLS/BC3997-20193-001/,To be announced,Classroom,Barnard,4,ACLS BC3450,W,20193ACLS3997X001,SEMINAR
ACLS BC3997,INTERDISCIPLINARY SENIOR SEM,"Prerequisites: ACLS BC3450.  Enrollment limited to Barnard seniors participating in the Athena Scholars Program. 
    Limited to seniors participating in the Athena Scholars Program.   Students will develop a social action project where they must demonstrate leadership skills in an off-campus setting.  Students will be expected to develop and implement a detailed plan to start their project.  Then they will collaborate with other class members to advance their projects, report to their peers on their accomplishments and have an opportunity to work closely with organizations across the city on their efforts.",,12:10pm,2:00pm,06713,Barnard College,BC3997-20193-002,,Athena Center for Leadership Studies @Barnard,ACLS,,,,,https://web.archive.org///web/20190529130517/http://www.columbia.edu/cu/bulletin/uwb/subj/ACLS/BC3997-20193-002/,To be announced,Classroom,Barnard,4,ACLS BC3450,W,20193ACLS3997X002,SEMINAR
ACTU PS5030,INTRO TO LIFE INSURANCE,,,6:10pm,8:00pm,29254,Morningside,PS5030-20193-D01,,Actuarial Science,ACTU,,,,,https://web.archive.org///web/20190529113412/http://www.columbia.edu/cu/bulletin/uwb/subj/ACTU/PS5030-20193-D01/,To be announced,Online,,3,,M,20193ACTU5030KD01,ONLINE COURS
ACTU PS5580,FINANCIAL MARKETS AND INSTITUTIONS,,Lina Xu,6:10pm,8:55pm,29249,Morningside,PS5580-20193-001,FINANCIAL MRKTS & INSTITUTIONS,Actuarial Science,ACTU,,,,,https://web.archive.org///web/20190529113414/http://www.columbia.edu/cu/bulletin/uwb/subj/ACTU/PS5580-20193-001/,To be announced,,School of Professional Studies,3,,F,20193ACTU5580K001,SEMINAR
ACTU PS5621,INVESTMENT & ALM FOR ACTUARIES,,,6:10pm,8:00pm,29259,Morningside,PS5621-20193-D01,,Actuarial Science,ACTU,,,,,https://web.archive.org///web/20190529113417/http://www.columbia.edu/cu/bulletin/uwb/subj/ACTU/PS5621-20193-D01/,To be announced,Online,,3,,M,20193ACTU5621KD01,LECTURE
ACTU PS5821,ACTUARIAL METHODS I,,,1:10pm,2:25pm,29258,Morningside,PS5821-20193-001,,Actuarial Science,ACTU,,,,,https://web.archive.org///web/20190529113420/http://www.columbia.edu/cu/bulletin/uwb/subj/ACTU/PS5821-20193-001/,To be announced,Classroom,School of Professional Studies,3,,TR,20193ACTU5821K001,LECTURE
ACTU PS5822,ACTUARIAL METHODS II,,,11:40am,12:55pm,29253,Morningside,PS5822-20193-001,,Actuarial Science,ACTU,,,,,https://web.archive.org///web/20190529113422/http://www.columbia.edu/cu/bulletin/uwb/subj/ACTU/PS5822-20193-001/,To be announced,Classroom,School of Professional Studies,3,,MW,20193ACTU5822K001,LECTURE
ACTU PS5823,ACTUARIAL MODELS,,,1:10pm,2:25pm,29261,Morningside,PS5823-20193-001,,Actuarial Science,ACTU,,,,,https://web.archive.org///web/20190529113425/http://www.columbia.edu/cu/bulletin/uwb/subj/ACTU/PS5823-20193-001/,To be announced,Classroom,School of Professional Studies,3,,MW,20193ACTU5823K001,LECTURE
ACTU PS5824,ACTUARIAL MODELS II,,,10:10am,11:25am,29248,Morningside,PS5824-20193-001,,Actuarial Science,ACTU,,,,,https://web.archive.org///web/20190529113428/http://www.columbia.edu/cu/bulletin/uwb/subj/ACTU/PS5824-20193-001/,To be announced,Classroom,School of Professional Studies,3,,MW,20193ACTU5824K001,LECTURE
ACTU PS5830,MODELS FOR FINANCE & ECONOMICS,,,11:40am,12:55pm,29257,Morningside,PS5830-20193-001,MODELS FOR FINANCE & ECON,Actuarial Science,ACTU,,,,,https://web.archive.org///web/20190529113431/http://www.columbia.edu/cu/bulletin/uwb/subj/ACTU/PS5830-20193-001/,To be announced,Classroom,School of Professional Studies,3,,TR,20193ACTU5830K001,LECTURE
ACTU PS5840,PREDICTIVE MODELING IN FINANCE & INSURAN,,Lina Xu,2:40pm,5:25pm,29262,Morningside,PS5840-20193-001,PREDICT MODLNG IN FIN & INSRNC,Actuarial Science,ACTU,,,,,https://web.archive.org///web/20190529113433/http://www.columbia.edu/cu/bulletin/uwb/subj/ACTU/PS5840-20193-001/,To be announced,Classroom,School of Professional Studies,3,,W,20193ACTU5840K001,SEMINAR
ACTU PS5841,DATA SCIENCE IN FINANCE AND INSURANCE,,,2:40pm,3:55pm,29252,Morningside,PS5841-20193-001,DATA SCIENCE IN FIN & INSURANC,Actuarial Science,ACTU,,,,,https://web.archive.org///web/20190529113435/http://www.columbia.edu/cu/bulletin/uwb/subj/ACTU/PS5841-20193-001/,To be announced,Classroom,School of Professional Studies,3,,TR,20193ACTU5841K001,LECTURE
ACTU PS5843,GLOBAL CAPITAL MARKET & INVESTMENT,,,1:10pm,3:55pm,29247,Morningside,PS5843-20193-001,GLOBAL CAPITAL MRKT & INVSTMNT,Actuarial Science,ACTU,,,,,https://web.archive.org///web/20190529113438/http://www.columbia.edu/cu/bulletin/uwb/subj/ACTU/PS5843-20193-001/,To be announced,Classroom,School of Professional Studies,3,,F,20193ACTU5843K001,LECTURE
ACTU PS5846,QUANTITATIVE RISK MANAGEMENT,,,10:10am,12:55pm,29260,Morningside,PS5846-20193-001,QUANTITATIVE RISK MGMT,Actuarial Science,ACTU,,,,,https://web.archive.org///web/20190529113441/http://www.columbia.edu/cu/bulletin/uwb/subj/ACTU/PS5846-20193-001/,To be announced,Classroom,School of Professional Studies,3,,F,20193ACTU5846K001,LECTURE
ACTU PS5848,RISK MANAGEMENT IN P&C; INSURANCE,,,6:10pm,8:55pm,29251,Morningside,PS5848-20193-001,RISK MGMT IN P&C; INSURANCE,Actuarial Science,ACTU,,,,,https://web.archive.org///web/20190529113444/http://www.columbia.edu/cu/bulletin/uwb/subj/ACTU/PS5848-20193-001/,To be announced,Classroom,School of Professional Studies,3,,M,20193ACTU5848K001,LECTURE
ACTU PS5850,ORAL COMMUNICATIONS FOR ACTUARIAL PROFES,,,3:10pm,5:55pm,29255,Morningside,PS5850-20193-002,ORAL COMM FOR ACTUARIES,Actuarial Science,ACTU,,,,,https://web.archive.org///web/20190529113450/http://www.columbia.edu/cu/bulletin/uwb/subj/ACTU/PS5850-20193-002/,To be announced,Classroom,School of Professional Studies,3,,M,20193ACTU5850K002,LECTURE
