course_code,course_title,course_descr,instructor,scheduled_time_start,scheduled_time_end,call_number,campus,class_id,course_subtitle,department,department_code,instructor_culpa_link,instructor_culpa_nugget,instructor_culpa_reviews_count,instructor_wikipedia_link,link,location,method_of_instruction,open_to,points,prerequisites,scheduled_days,section_key,type
AFAS S3930,TOPICS IN THE BLACK EXPERIENCE,"Gospel Music in Modern America This course will track the evolution of religion and music in African American history across the twentieth century to the present day. Beginning with the emergence of the Gospel-Blues during the 1920s, we will explore the ways in cultural aesthetics, religious imaginings and institutional formations have come together to shape the development of black musical forms, sacred and secular alike, across the evolving genres of blues, jazz, r&b, hip hop, neo-soul and more.",Josef Sorett,1:00pm,4:10pm,73215,Morningside,S3930-20162-001,GOSPEL MUSIC IN MODERN AMERICA,"African-American Studies, Institute for Research in",AFAS,http://culpa.info/professors/9341,silver,3.0,https://en.wikipedia.org/wiki/Josef_Sorett,https://web.archive.org///web/20160623144544/http://www.columbia.edu/cu/bulletin/uwb/subj/AFAS/S3930-20162-001/,758 EXT Schermerhorn Hall [SCH],,"Barnard
Columbia College
Engineering and Applied Science: Graduate
Engineering and Applied Science: Undergraduate
General Studies
Global Programs
Graduate School of Arts and Science
International and Public Affairs
School of Professional Studies
School of the Arts",4,,MW,20162AFAS3930S001,LECTURE
AHIS S3422,HARLEM RENAISSANCE VIS CULTURE,"In this seminar we will explore a variety of creative traditions associated with the so-called Harlem Renaissance of the early twentieth century. Tracing the production and reception of Black Art from the Gilded Age through the WPA projects of the 1930s, we will look at how artists and critics such as Aaron Douglas, William H. Johnson, Lois Maillou Jones, Archibald Motley, Richmond Barthé, Josephine Baker, W.E.B. DuBois and Alain Locke defined their aesthetic and cultural goals and their relationship to mainstream art and society. Because the Harlem Renaissance is a phenomenon that impacted the African diaspora broadly, we will look at visual culture produced outside of New York City, in the Midwest, the Caribbean and in Europe, alongside that of our own neighborhood. Because artists explored a variety of genre to reach Black audiences, our survey will include photography, film, illustration and mural painting alongside the studio arts most frequently associated with art's history. Among the cultural topics to be investigated are the significance of rural and urban identities and the impact of the Great Migration, the question of genre in relationship to a black audience, the significance of Africa and the diaspora on art and identity, and the roles of gender and sexuality in the production and reception of Black art. In addition to exploring the scholarship on Black Art in the U.S. between the World Wars, students will undertake a research project involving materials from the Alexander Gumby Collection of Negroana in Columbia's Rare Books Collection. (see https://exhibitions.cul.columbia.edu/exhibits/show/gumby) This seminar is organized primarily around class discussion. Students are expected to come to class each week prepared to discuss the readings and artworks assigned. The class will also make make four excursions outside the classroom.",Elizabeth Hutchinson,1:00pm,4:10pm,20928,Morningside,S3422-20162-001,,Art History and Archaeology,AHIS,http://culpa.info/professors/1094,,8.0,,https://web.archive.org///web/20160623151107/http://www.columbia.edu/cu/bulletin/uwb/subj/AHIS/S3422-20162-001/,930 Schermerhorn Hall [SCH],,"Barnard
Columbia College
Engineering and Applied Science: Graduate
Engineering and Applied Science: Undergraduate
General Studies
Global Programs
Graduate School of Arts and Science
International and Public Affairs
School of Professional Studies
School of the Arts",3,,MW,20162AHIS3422S001,SEMINAR
AHIS S3643,JACKSON POLLOCK & NY SCH,"Coming on the heels of the MoMA's blockbuster exhibit, this seminar will trace the rise and fall of Abstract Expressionism, from its pre-World War II precipitates in Europe (Surrealism) and in America (Regionalism), to the crucial moment when, as scholar Serge Guilbaut has argued, New York ""stole"" the idea of modern art, and finally, through the decade when Pop Art rendered Abstract Expressionism obsolete. Although special emphasis will be given to Jackson Pollock, whose persona and work reside at the literal and figurative center of the movement, we will also look closely at works by Mark Rothko, Clyfford Still, Willem DeKooning, Lee Krasner, Louise Bourgeois, Helen Frankenthaler, Eva Hesse, Robert Rauschenberg, Jasper Johns and Cy Twombly.  Class lectures and presentations will be supplemented with trips to New York's world-renowned museums.",Kent M Minturn,1:00pm,4:10pm,25357,Morningside,S3643-20162-001,,Art History and Archaeology,AHIS,http://culpa.info/professors/353,silver,2.0,,https://web.archive.org///web/20160623151108/http://www.columbia.edu/cu/bulletin/uwb/subj/AHIS/S3643-20162-001/,930 Schermerhorn Hall [SCH],,"Barnard
Columbia College
Engineering and Applied Science: Graduate
Engineering and Applied Science: Undergraduate
General Studies
Global Programs
Graduate School of Arts and Science
International and Public Affairs
School of Professional Studies
School of the Arts",3,,TR,20162AHIS3643S001,SEMINAR
AHIS S3997,"MUSEUMS, INTERRUPTED","Museums don't simply display art-they actively construct the meaning of the objects they contain. An object in a natural history museum is interpreted differently than it would be if it appeared in a contemporary ""white cube"" gallery, for example. What are the politics of exhibition spaces? What are the implicit messages that museums send through the way they organize space and direct us as viewers? How do they shape our understanding of art, culture, and history? Since the late 1960s, artists have made artworks that intervene into museum spaces by making their codes explicit, testing their limits, or disrupting their messages. This course is dedicated to critically examining these interventions and the spaces where they took place. Each of the first three weeks will be focused on the study of a New York art institution (The Metropolitan Museum of Art, The Museum of Natural History, The Museum of Modern Art) and related artist interventions; the remaining half of the course will be structured thematically. Class time will combine lectures offering historical context with student presentations and group discussion. Three class trips to museums will give opportunity for hands-on fieldwork guided by critical questions that engage the spaces and exhibitions on display. Throughout this course, we will evaluate these artists' claims firsthand and ask ourselves what, if anything, has changed since their interventions first took place.",Leah S Pires,1:00pm,4:10pm,97846,Morningside,S3997-20162-001,,Art History and Archaeology,AHIS,,,,,https://web.archive.org///web/20160623151109/http://www.columbia.edu/cu/bulletin/uwb/subj/AHIS/S3997-20162-001/,930 Schermerhorn Hall [SCH],,"Barnard
Columbia College
Engineering and Applied Science: Graduate
Engineering and Applied Science: Undergraduate
General Studies
Global Programs
Graduate School of Arts and Science
International and Public Affairs
School of Professional Studies
School of the Arts",3,,TR,20162AHIS3997S001,SEMINAR
AHIS S4070,AFRICAN ART AND PHOTO IN NYC,"The city of New York hosts some of the most prestigious collections of African art and photography in the world. This seminar introduces the richness of the African artistic production using local collections as privileged sites to study these objects, their histories and display. Visits to local museums will be combined with in-class discussions and conversations with collectors and curators who are shaping the field of African art, from the classical to the contemporary. Structured in a roughly chronological order, the course does not offer a comprehensive survey. Rather, it focuses on pivotal moments in the history of collecting and exhibiting African art from the nineteenth century to the present day. Through formal analysis of objects that vary in media, time and location, and close reading of secondary sources we will learn to understand the consonances and dissonances between conditions of production and consumption of African art.",Giulia Paoletti,9:00am,12:00pm,15896,Morningside,S4070-20162-001,,Art History and Archaeology,AHIS,,,,,https://web.archive.org///web/20160623151110/http://www.columbia.edu/cu/bulletin/uwb/subj/AHIS/S4070-20162-001/,930 Schermerhorn Hall [SCH],,"Barnard
Columbia College
Engineering and Applied Science: Graduate
Engineering and Applied Science: Undergraduate
General Studies
Global Programs
Graduate School of Arts and Science
International and Public Affairs
School of Professional Studies
School of the Arts",4,,MW,20162AHIS4070S001,SEMINAR
AHIS S4423,THE CRUSADES: NYC COLLECTIONS,"Few events fostered more intensive cultural exchange between East and West during the Middle Ages than the military campaigns now known as the Crusades. This seminar investigates how crusaders' privileged access to cherished religious sites in the Holy Land, particularly those in and around Jerusalem, transformed modes of material production both in the Latin East, namely the Crusader States of Syro-Palestine, and in the Latin West. The course begins by taking stock of recent literature concerning the scope, intent, and effects of the crusading movement from the capture of Jerusalem in 1096 to the fall of Acre in 1291. It then takes a closer look at Jerusalem, especially its major pilgrimage sites, before examining the wider material culture of the Crusader States: from large-scale works of architecture, sculpture, and mural decoration to small-scale objects such as relics/reliquaries, manuscripts, and panel paintings. It closes, finally, by exploring the effects of crusading ideology on what might be termed the material imaginary of Western Europe, focusing on case studies in England, France, and Iberia. Recurrent themes will include power, patronage, devotion, exchange, appropriation, colonization, hybridity, and cultural memory. During the term, students will make visits to and complete assignments at several local collections, including the Metropolitan Museum of Art, the Cloisters Museum, and the Morgan Library. The course anticipates an important exhibition at the Met, ""Every People Under Heaven: Jerusalem, 1000-1400,"" set to open in September 2016. Students will enjoy special ""behind the scenes"" access to this exhibition in order to better appreciate the rich cultural heritage of the city before, during, and after the Crusades.",Zachary D Stewart,1:00pm,4:10pm,62193,Morningside,S4423-20162-001,,Art History and Archaeology,AHIS,,,,,https://web.archive.org///web/20160623151111/http://www.columbia.edu/cu/bulletin/uwb/subj/AHIS/S4423-20162-001/,934 Schermerhorn Hall [SCH],,"Columbia College
Engineering and Applied Science: Undergraduate
General Studies
Graduate School of Arts and Science
School of Professional Studies
Summer Session",4,,TR,20162AHIS4423S001,SEMINAR
AHIS S4425,ARTS BET ITALY & EASTRN MEDIT,"This course will explore the role of the visual arts within networks of cultural exchange, focusing particularly on the relationship between the Italian peninsula and the eastern Mediterranean in the fifteenth and sixteenth centuries. Concrete points of interactionincluding collecting practices, the travel of artists, and the market for luxury goods-will be considered alongside broader intellectual exchanges that resulted in new formulations within visual culture--such as the influence of Arabic science on the development of perspectival painting and the recuperation of a common Byzantine past in architectural design. In this way we will probe previous boundaries-both geographic and materialinscribed within long-standing notions of the European Renaissance, thus entering into dialogue with current scholarship that seeks new ways of understanding the early modem period. A key component of the course will include visits to the Metropolitan Museum of Art. In addition to allowing us to examine works of art first hand, we will also be able to consider how the mecha.Iisms of display within the museum context further inflect contemporary understanding of these historical objects. In this regard the Metropolitan Museum serves as an excellent resource not only for the breadth of its collections, but also due to its recent reorganization of those Galleries previously grouped under the heading Islamic Art. The newly anointed Galleries for the Art of the Arab Lands, Turkey, Iran, Central Asia, and Later South Asia, will present an interesting case study for the students. Further, in our units on architecture will take advantage of the digital image resources provided by the Media Center for Art History's Istanbul Documentation Project.",Jessica A Maratsos,9:00am,12:10pm,75577,Morningside,S4425-20162-001,,Art History and Archaeology,AHIS,http://culpa.info/professors/3949,,2.0,,https://web.archive.org///web/20160623151112/http://www.columbia.edu/cu/bulletin/uwb/subj/AHIS/S4425-20162-001/,934 Schermerhorn Hall [SCH],,"Barnard
Columbia College
Engineering and Applied Science: Graduate
Engineering and Applied Science: Undergraduate
General Studies
Global Programs
Graduate School of Arts and Science
International and Public Affairs
School of Professional Studies
School of the Arts",4,,TR,20162AHIS4425S001,SEMINAR
AHIS S4625,ARCH OF NYC LEISURE INDUSTRY,"A city that never sleeps is one in which people play as hard as they work. This course will focus on the buildings, parks, and other venues in New York constructed specifically for play and relaxation. Organized typologically, it will cover everything from parks, playgrounds, and Broadway theaters, to World's Fairs, hotels, and museums-- places in which the city's residents seek escape from the stress of their daily lives. In the classroom, in the archival collections of Avery Library and in numerous field trips around the city and the phot, we will analyze these structures and milieux from the perspective of architectural history and urban design, trace their origins and development from the founding of the city to the present and look at how they have helped cut across but also harden class lines. We will examine the formal differences between high-brow and popular venues, discuss the problems of private and public patronage, as well as the financial and social impact of the entertainment industry on the wellbeing of the city as a whole. Above all, we will explore the ways in which places of play, recreation and escape have shaped the identity of and created a distinct look for New York, which, despite the enormous revenue that the culture and entertainment industry generates, are often at odds with the city's reality.",Irina T Oryshkevich,1:00pm,4:10pm,66696,Morningside,S4625-20162-001,,Art History and Archaeology,AHIS,http://localhost:8801/professors/240,silver,11.0,,https://web.archive.org///web/20160811064151/http://www.columbia.edu/cu/bulletin/uwb/subj/AHIS/S4625-20162-001/,934 Schermerhorn Hall [SCH],,"Barnard
Columbia College
Engineering and Applied Science: Graduate
Engineering and Applied Science: Undergraduate
General Studies
Global Programs
Graduate School of Arts and Science
International and Public Affairs
School of Professional Studies
School of the Arts",4,,MW,20162AHIS4625S001,SEMINAR
AHIS S4637,"AMER ART IN ""LONG"" 19TH CENT","Through an examination of painting, sculpture, decorative arts, photography and the visual culture of the United States from 1750 to 1914, the course will explore how American artists responded to and operated within the wider world. Addressing themes shared in common across national boundaries, the class will consider how American art participated in the revolutions and reforms of the ""long"" nineteenth century, ranging from Romanticism to Modernism. The period witnessed the emergence of new technologies for creating, using, and circulating images and objects, the expansion and transformation of exhibition and viewing practices, and the rise of new artistic institutions, as well as the metamorphosis of the United States from its colonial origins to that of a world power, including the profound changes that occurred during the Civil War. The class will investigate how American art engaged with international movements while constructing national identity during a period of radical transformation both at home and abroad. In addition to lectures/discussions in the classroom, field trips to the Metropolitan Museum (the American Wing, Nineteenth Century Wing, Galleries of Modem and Contemporary Art, and the Photography Study Collection), the Museum of Modem Art and the Whitney Museum of Art, represent a vital aspect of the course. One of the important questions raised in the class is the recent reinterpretation of American art's interaction with international movements in museum installations and scholarship, moving away from an isolationist approach to one that engages with global influence and awareness. Readings will draw not only from primarily sources, but also from many of the publications of the Terra Foundation, whose exhibitions and research programs work to encourage an understanding and exploration of American Art from a global context.",Page S Knox,1:10pm,4:10pm,92946,Morningside,S4637-20162-001,,Art History and Archaeology,AHIS,http://localhost:8801/professors/1214,silver,14.0,,https://web.archive.org///web/20160623151117/http://www.columbia.edu/cu/bulletin/uwb/subj/AHIS/S4637-20162-001/,832 Schermerhorn Hall [SCH],,"Barnard
Columbia College
Engineering and Applied Science: Graduate
Engineering and Applied Science: Undergraduate
General Studies
Global Programs
Graduate School of Arts and Science
International and Public Affairs
School of Professional Studies
School of the Arts",4,,TR,20162AHIS4637S001,SEMINAR
AHIS S4640,IMPRESSIONISM IN NEW YORK,"This course will introduce students to the avant-garde movement of Impressionism by making extensive use of New York collections, particularly those of the Metropolitan Museum of Art. We will study Impressionist art and artists in relation to the social, cultural and political backdrop of late nineteenth-century France. Central to our discussions will be the rebuilding of Paris under Napoleon III and Baron Haussmann and new attitudes towards urban and rural space and leisure and labor. Focusing on the ""core"" group oflmpressionists-Edgar Degas, Auguste Renoir, Claude Monet, Alfred Sisley, Gustave Caillebotte, Camille Pissarro, Mary Cassatt, and Berthe Morisot--dass discussions will consider the social nature of Impressionism, including the relationship between group and individual practices, alternative exhibition spaces, and collaborations with dealers and critics.",Christina R Ferando,9:00am,12:10pm,66666,Morningside,S4640-20162-001,,Art History and Archaeology,AHIS,http://culpa.info/professors/2571,silver,7.0,,https://web.archive.org///web/20160623151118/http://www.columbia.edu/cu/bulletin/uwb/subj/AHIS/S4640-20162-001/,930 Schermerhorn Hall [SCH],,"Barnard
Columbia College
Engineering and Applied Science: Graduate
Engineering and Applied Science: Undergraduate
General Studies
Global Programs
Graduate School of Arts and Science
International and Public Affairs
School of Professional Studies
School of the Arts",3,,MW,20162AHIS4640S001,LECTURE
