course_code,course_title,course_descr,instructor,scheduled_time_start,scheduled_time_end,call_number,campus,class_id,course_subtitle,department,department_code,instructor_culpa_link,instructor_culpa_nugget,instructor_culpa_reviews_count,instructor_wikipedia_link,link,location,method_of_instruction,open_to,points,prerequisites,scheduled_days,section_key,type
ACCT B5001,Accounting I: Financial Accoun,,,,,10754,Morningside,B5001-20192-XMT,Accounting I: Financial A,Accounting (ACCT),ACCT,,,,,https://web.archive.org///web/20190529113307/http://www.columbia.edu/cu/bulletin/uwb/subj/ACCT/B5001-20192-XMT/,,,Business,0,,,20192ACCT5001BXMT,LECTURE
ACCT B5001,Accounting I: Financial Accoun,,,,,10755,Morningside,B5001-20192-300,Accounting I: Financial A,Accounting (ACCT),ACCT,,,,,https://web.archive.org///web/20190529113302/http://www.columbia.edu/cu/bulletin/uwb/subj/ACCT/B5001-20192-300/,,,Business,0-3,,,20192ACCT5001B300,LECTURE
ACCT B5001,Accounting I: Financial Accoun,,,,,10756,Morningside,B5001-20192-400,Accounting I: Financial A,Accounting (ACCT),ACCT,,,,,https://web.archive.org///web/20190529113304/http://www.columbia.edu/cu/bulletin/uwb/subj/ACCT/B5001-20192-400/,,,Business,0-3,,,20192ACCT5001B400,LECTURE
ACCT B5001,Accounting I: Financial Accoun,,,,,10757,Morningside,B5001-20192-001,Accounting I: Financial A,Accounting (ACCT),ACCT,,,,,https://web.archive.org///web/20190529113257/http://www.columbia.edu/cu/bulletin/uwb/subj/ACCT/B5001-20192-001/,,,Business,0-3,,,20192ACCT5001B001,LECTURE
ACCT B5001,Accounting I: Financial Accoun,,,,,10758,Morningside,B5001-20192-002,Accounting I: Financial A,Accounting (ACCT),ACCT,,,,,https://web.archive.org///web/20190529113300/http://www.columbia.edu/cu/bulletin/uwb/subj/ACCT/B5001-20192-002/,,,Business,0-3,,,20192ACCT5001B002,LECTURE
ACCT B5902,Private Equity and Venture Cap,,,,,10791,Morningside,B5902-20192-300,Private Equity and Ventur,Accounting (ACCT),ACCT,,,,,https://web.archive.org///web/20190529113310/http://www.columbia.edu/cu/bulletin/uwb/subj/ACCT/B5902-20192-300/,,,Business,0-3,,,20192ACCT5902B300,LECTURE
ACCT B5909,Financial Statement Analysis,,,,,10792,Morningside,B5909-20192-300,Financial Statement Analy,Accounting (ACCT),ACCT,,,,,https://web.archive.org///web/20190529113313/http://www.columbia.edu/cu/bulletin/uwb/subj/ACCT/B5909-20192-300/,,,Business,0-3,,,20192ACCT5909B300,LECTURE
ACCT B7009,Financial Statement Analysis a,,,,,10827,Morningside,B7009-20192-100,Financial Statement Analy,Accounting (ACCT),ACCT,,,,,https://web.archive.org///web/20190529113319/http://www.columbia.edu/cu/bulletin/uwb/subj/ACCT/B7009-20192-100/,,,Business,0-3,,,20192ACCT7009B100,LECTURE
ACCT B7009,Financial Statement Analysis a,,,,,10828,Morningside,B7009-20192-001,Financial Statement Analy,Accounting (ACCT),ACCT,,,,,https://web.archive.org///web/20190529113316/http://www.columbia.edu/cu/bulletin/uwb/subj/ACCT/B7009-20192-001/,,,Business,0-3,,,20192ACCT7009B001,LECTURE
ACCT B8007,Financial Planning & Analysis,,Igor Vaysman,12:30pm,2:00pm,10473,Morningside,B8007-20192-001,Financial Planning & Anal,Accounting (ACCT),ACCT,,,,,https://web.archive.org///web/20190529113321/http://www.columbia.edu/cu/bulletin/uwb/subj/ACCT/B8007-20192-001/,207 W & J Warren Hall,,Business,0-1.5,,MW,20192ACCT8007B001,LECTURE
ACCT B8007,Financial Planning & Analysis,,Igor Vaysman,2:15pm,3:45pm,10474,Morningside,B8007-20192-002,Financial Planning & Anal,Accounting (ACCT),ACCT,,,,,https://web.archive.org///web/20190529113324/http://www.columbia.edu/cu/bulletin/uwb/subj/ACCT/B8007-20192-002/,207 W & J Warren Hall,,Business,0-1.5,,MW,20192ACCT8007B002,LECTURE
