course_code,course_title,course_descr,instructor,scheduled_time_start,scheduled_time_end,call_number,campus,class_id,course_subtitle,department,department_code,instructor_culpa_link,instructor_culpa_nugget,instructor_culpa_reviews_count,instructor_wikipedia_link,link,location,method_of_instruction,open_to,points,prerequisites,scheduled_days,section_key,type
ACLS BC3997,INTERDISCIPLINARY SENIOR SEM,"Prerequisites: ACLS BC3450. Enrollment limited to Barnard seniors participating in the Athena Scholars Program. Limited to seniors participating in the Athena Scholars Program. Students will develop a social action project where they must demonstrate leadership skills in an off-campus setting. Students will be expected to develop and implement a detailed plan to start their project. Then they will collaborate with other class members to advance their projects, report to their peers on their accomplishments and have an opportunity to work closely with organizations across the city on their efforts.
",,10:10am,12:00pm,00004,Barnard College,X3997-20213-001,INTERDISCIPLINARY SENIOR,Athena Center for Leadership Studies @Barnard,ACLS,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/ACLS/X3997-20213-001/,To be announced,,Barnard College,4,ACLS BC3450,W,20213ACLS3997X001,SEMINAR
ACLS BC3997,INTERDISCIPLINARY SENIOR SEM,"Prerequisites: ACLS BC3450. Enrollment limited to Barnard seniors participating in the Athena Scholars Program. Limited to seniors participating in the Athena Scholars Program. Students will develop a social action project where they must demonstrate leadership skills in an off-campus setting. Students will be expected to develop and implement a detailed plan to start their project. Then they will collaborate with other class members to advance their projects, report to their peers on their accomplishments and have an opportunity to work closely with organizations across the city on their efforts.
",,12:10pm,2:00pm,00005,Barnard College,X3997-20213-002,INTERDISCIPLINARY SENIOR,Athena Center for Leadership Studies @Barnard,ACLS,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/ACLS/X3997-20213-002/,To be announced,,Barnard College,4,ACLS BC3450,W,20213ACLS3997X002,SEMINAR
AFEN BC3253,BEFORE 'BLACK LIVES MATTER':READING INSU,"Black Lives Matter is an American phenomenon. This course situates BLM in relation to other and earlier movements in the Global South and elsewhere. Through textual analysis and critical reading, we take up the discursive, rhetorical, and poetical strategies of opposition to marginalization, criminalization, and racial othering.
",Yvette Christianse,12:00pm,2:00pm,00001,Barnard College,X3253-20213-001,BEFORE 'BLACK LIVES MATTE,Africana Studies (AFSB),AFEN,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/AFEN/X3253-20213-001/,To be announced,,,4,,R,20213AFEN3253X001,SEMINAR
AFRS BC2005,CARIBBEAN CULTURE & SOCIETIES,,Maja Horn,10:10am,11:25am,00057,Barnard College,X2005-20213-001,CARIBBEAN CULTURE & SOCIE,Africana Studies (AFSB),AFRS,http://culpa.info/professors/3092,gold,7.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AFRS/X2005-20213-001/,To be announced,,,3,,TR,20213AFRS2005X001,LECTURE
AHIS BC1001,INTRODUCTION TO ART HISTORY I,"Attempting to offer an introduction to artistic creation on a global scale, this course is team-taught by specialists in a number of different cultural and historical traditions. In the fall semester we will discuss the art of Europe, the Middle East, India, Japan, and China, in periods ranging from the Paleolithic to the Renaissance. Museum trips are an integral part of the course. Note: weekly discussion groups to be arranged. Discussion Section Required.
",,2:40pm,3:55pm,00209,Barnard College,X1001-20213-001,INTRODUCTION TO ART HISTO,Art History @Barnard,AHIS,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/X1001-20213-001/,To be announced,,,4,,MW,20213AHIS1001X001,LECTURE
AHIS BC2005,PAINTING I,"This course will focus on individual and collaborative projects designed to explore the fundamental principles of image making. Students acquire a working knowledge of concepts in contemporary art through class critiques, discussion, and individual meetings with the professor. Reading materials will provide historical and philosophical background to the class assignments. Class projects will range from traditional to experimental and multi-media. Image collections will be discussed in class with an awareness of contemporary image production.
",Joan Snitzer,2:10pm,6:00pm,00207,Barnard College,X2005-20213-001,,Art History @Barnard,AHIS,http://culpa.info/professors/2858,,4.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/X2005-20213-001/,To be announced,,,3,,W,20213AHIS2005X001,STUDIO
AHIS BC2007,PAINTING III,"This course will focus on individual and collaborative projects designed to explore the fundamental principles of image making. Students acquire a working knowledge of concepts in contemporary art through class critiques, discussion, and individual meetings with the professor. Reading materials will provide historical and philosophical background to the class assignments. Class projects will range from traditional to experimental and multi-media. Image collections will be discussed in class with an awareness of contemporary image production.
",Joan Snitzer,2:10pm,6:00pm,00208,Barnard College,X2007-20213-001,,Art History @Barnard,AHIS,http://culpa.info/professors/2858,,4.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/X2007-20213-001/,To be announced,,,3,,W,20213AHIS2007X001,STUDIO
AHIS BC3003,SUPERVISED PROJ PHOTOGRAPHY,"Prerequisites: Enrollment limited to 15 students. Designed for students to conduct independent projects in photography. Priority for enrollment to the class will be Barnard College students who are enrolling in classes at ICP (International Center of Photography). The cost of ICP will be covered by Barnard College. All of the other students enrolling in the course (CC, GS SOA) will be responsible for their own ICP course expenses.
",John Miller,11:00am,12:50pm,00212,Barnard College,X3003-20213-001,SUPERVISED PHOTO PROJECTS,Art History @Barnard,AHIS,http://culpa.info/professors/2425,,2.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/X3003-20213-001/,To be announced,,,3,,M,20213AHIS3003X001,STUDIO
AHIS BC3530,ADVANCED SENIOR STUDIO I,"Prerequisites: Enrollment limited to 15 students. Permission of the instructor. An interpretive study of the theoretical and critical issues in visual art. Projects that are modeled after major movements in contemporary art will be executed in the studio. Each student develops an original body of artwork and participates in group discussions of the assigned readings. For further info visit: 
https://arthistory.barnard.edu/senior-thesis-project-art-history-and-visual-arts-majors

",Joan Snitzer,2:10pm,6:00pm,00213,Barnard College,X3530-20213-001,,Art History @Barnard,AHIS,http://culpa.info/professors/2858,,4.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/X3530-20213-001/,To be announced,,,4,,M,20213AHIS3530X001,STUDIO
AHIS BC3667,CLOTHING,"Human beings create second, social, skins for themselves. Across history and around the world, everyone designs interfaces between their bodies and the world around them. From pre-historic ornaments to global industry, clothing has been a crucial feature of people’s survival, desires, and identity. This course studies theories of clothing from the perspectives of art history, anthropology, psychology, economics, sociology, design, and sustainability. Issues to be studied include gender roles, craft traditions, global textile trade, royal sumptuary law, the history of European fashion, dissident or disruptive styles, blockbuster museum costume exhibitions, and the environmental consequences of what we wear today. Required 1 hour a week TA led section to be arranged.  
",Anne Higonnet,2:40pm,3:55pm,00214,Barnard College,X3667-20213-001,,Art History @Barnard,AHIS,http://culpa.info/professors/1530,,30.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/X3667-20213-001/,To be announced,,,4,,TR,20213AHIS3667X001,LECTURE
AHIS BC3673,INTRO HISTORY OF PHOTOGRAPHY,"This course will survey selected social, cultural and aesthetic or technical developments in the history of photography, from the emergence of the medium in the 1820s and 30s through to the present day. Rather than attempt comprehensively to review every aspect of photography and its legacies in the nineteenth, twentieth and twenty-first centuries, the course will instead trace significant developments through a series of case studies. Some of the latter will focus on individuals, genres or movements, and others on various discourses of the photographic image.  Particular attention will be placed on methodological and theoretical concerns pertaining to the medium.
",Alexander Alberro,4:10pm,5:25pm,00550,Barnard College,X3673-20213-001,INTRO HISTORY OF PHOTOGRA,Art History @Barnard,AHIS,http://culpa.info/professors/3921,silver,12.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/X3673-20213-001/,To be announced,,,4,,TR,20213AHIS3673X001,LECTURE
AHIS BC3675,FEMINISM/POSTMODERNISM IN ART,,Rosalyn Deutsche,1:10pm,2:25pm,00215,Barnard College,X3675-20213-001,FEMINISM/POSTMODERNISM IN A,Art History @Barnard,AHIS,http://culpa.info/professors/1512,silver,11.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/X3675-20213-001/,To be announced,,,3,,TR,20213AHIS3675X001,LECTURE
AHIS BC3959,SENIOR RESEARCH SEMINAR,"Prerequisites: Course open to Barnard Art History majors only. Independent research for the senior thesis. Students develop and write their senior thesis in consultation with an individual faculty adviser in art history and participate in group meetings scheduled throughout the senior year.
",Rosalyn Deutsche,6:10pm,8:00pm,00211,Barnard College,X3959-20213-001,,Art History @Barnard,AHIS,http://culpa.info/professors/1512,silver,11.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/X3959-20213-001/,To be announced,,,3,,T,20213AHIS3959X001,INDEPENDENT
AHIS BC3968,ART CRITICISM,"This course is a seminar on contemporary art criticism written by artists in the post war period. Such criticism differs from academic criticism because it construes art production less as a discrete object of study than as a point of engagement. It also differs from journalistic criticism because it is less obliged to report art market activity and more concerned with polemics. Art /Criticism I will trace the course of these developments by examining the art and writing of one artist each week. These will include Brian ODoherty/Patrick Ireland, Allan Kaprow, Robert Morris, Yvonne Rainer, Robert Smithson, Art - Language, Dan Graham, Adrian Piper, Mary Kelly, Martha Rosler, Judith Barry and Andrea Fraser. We will consider theoretical and practical implications of each artists oeuvre.
",John Miller,11:00am,12:50pm,00216,Barnard College,X3968-20213-001,,Art History @Barnard,AHIS,http://culpa.info/professors/2425,,2.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/X3968-20213-001/,To be announced,,,4,,T,20213AHIS3968X001,SEMINAR
AHIS BC3970,METHODS & THEORIES OF ART HIST,"Prerequisites: Barnard Art History Major Requirement. Enrollment limited only to Barnard Art History majors. Introduction to critical writings that have shaped histories of art, including texts on iconography and iconology, the psychology of perception, psychoanalysis, social history, feminism and gender studies, structuralism, semiotics, and post-structuralism.
",Alexander Alberro,2:10pm,4:00pm,00210,Barnard College,X3970-20213-001,,Art History @Barnard,AHIS,http://culpa.info/professors/3921,silver,12.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/X3970-20213-001/,To be announced,,,4,,T,20213AHIS3970X001,SEMINAR
AHIS BC3970,METHODS & THEORIES OF ART HIST,"Prerequisites: Barnard Art History Major Requirement. Enrollment limited only to Barnard Art History majors. Introduction to critical writings that have shaped histories of art, including texts on iconography and iconology, the psychology of perception, psychoanalysis, social history, feminism and gender studies, structuralism, semiotics, and post-structuralism.
",Jonathan Reynolds,10:10am,12:00pm,00619,Barnard College,X3970-20213-002,,Art History @Barnard,AHIS,http://culpa.info/professors/3923,silver,10.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/X3970-20213-002/,To be announced,,,4,,R,20213AHIS3970X002,SEMINAR
AHIS GR5000,CRITICAL COLLOQUIUM,"The structure of the colloquium combines reading and analysis of texts by major theorists and critics. Each week discussions focus on key terms and analytical lenses in the history of art and art criticism. The course is designed to allow for guest presentations on particular issues by critics and writers, just as it draws on the expertise and participation of Columbia faculty. The aim is to develop students critical thinking and for them to learn directly from leading practitioners writing about modern and contemporary art. In addition to department faculty, writers for Artforum, Grey Room, Parkett, Texte zur Kunst, and October, among other venues, regularly participate in the colloquium.
",Janet L Kraynak,2:10pm,4:00pm,11282,Morningside,G5000-20213-001,,Art History and Archaeology,AHIS,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G5000-20213-001/,To be announced,,GSAS,4,,R,20213AHIS5000G001,COLLOQUIA
AHIS GR5002,MA METHODS: COLLOQUIUM,,Frederique Baumgartner,12:10pm,2:00pm,11285,Morningside,G5002-20213-001,,Art History and Archaeology,AHIS,http://culpa.info/professors/11508,,3.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G5002-20213-001/,To be announced,,GSAS,4,,R,20213AHIS5002G001,COLLOQUIA
AHIS GR8000,PROSEM-INTRO-STUDY OF ART HIST,"Required course for first-year PhD Students in the Art History Department.
",Zeynep Celik,12:10pm,2:00pm,11399,Morningside,G8000-20213-001,PROSEM-INTRO-STUDY OF ART,Art History and Archaeology,AHIS,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G8000-20213-001/,To be announced,,GSAS,4,,R,20213AHIS8000G001,PROSEMINAR
AHIS GR8484,DIGITIZATION AND (ANTI)DEMOCRACY,"The idea that technology––in particular information technologies––is democratizing is a truism whose origins go back to the postwar era. With the rise of digitization––i.e. the Internet, social media––this utopianism has accelerated, promising user autonomy, decentralization, and new forms of engagement and participation that will inevitably shape community and make the world a better place. This course seeks to problematize these claims by examining theories of digitization, democracy, and technical society. It questions the universalism that underlies such utopianism––in particular with regards to matters of race, gender, and ethnicity––approaching technologies as socially symbolic meanings that both build upon and produce new forms of knowledge, potentially engendering political inequality and anti-democracy. Welcoming students from departments across the university, the course aims to generate a cross-disciplinary dialogue about these issues in relation to art, culture, and society.
",Janet L Kraynak,,,11400,Morningside,G8484-20213-001,DIGITIZATION AND (ANTI)DE,Art History and Archaeology,AHIS,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G8484-20213-001/,,,GSAS,4,,,20213AHIS8484G001,SEMINAR
AHIS GR8656,HIST-ARCHITECTURAL EXHIBITIONS,,Barry G Bergdoll,,,11401,Morningside,G8656-20213-001,HIST-ARCHITECTURAL EXHIBI,Art History and Archaeology,AHIS,http://culpa.info/professors/2273,,1.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G8656-20213-001/,,,"Architecture
GSAS",4,,,20213AHIS8656G001,COLLOQUIA
AHIS GR9000,M.A. THESIS,,Alexander Alberro,,,11286,Morningside,G9000-20213-001,,Art History and Archaeology,AHIS,http://culpa.info/professors/3921,silver,12.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9000-20213-001/,,,GSAS,4,,,20213AHIS9000G001,INDEPENDENT
AHIS GR9000,M.A. THESIS,,Zainab Bahrani,,,11287,Morningside,G9000-20213-002,,Art History and Archaeology,AHIS,http://culpa.info/professors/1319,silver,10.0,https://en.wikipedia.org/wiki/Zainab_Bahrani,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9000-20213-002/,,,GSAS,4,,,20213AHIS9000G002,INDEPENDENT
AHIS GR9000,M.A. THESIS,,Frederique Baumgartner,,,11288,Morningside,G9000-20213-003,,Art History and Archaeology,AHIS,http://culpa.info/professors/11508,,3.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9000-20213-003/,,,GSAS,4,,,20213AHIS9000G003,INDEPENDENT
AHIS GR9000,M.A. THESIS,,Barry G Bergdoll,,,11289,Morningside,G9000-20213-004,,Art History and Archaeology,AHIS,http://culpa.info/professors/2273,,1.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9000-20213-004/,,,GSAS,4,,,20213AHIS9000G004,INDEPENDENT
AHIS GR9000,M.A. THESIS,,Diane Bodart,,,11299,Morningside,G9000-20213-005,,Art History and Archaeology,AHIS,http://culpa.info/professors/12795,,3.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9000-20213-005/,,,GSAS,4,,,20213AHIS9000G005,INDEPENDENT
AHIS GR9000,M.A. THESIS,,Gregory Bryda,,,11300,Morningside,G9000-20213-006,,Art History and Archaeology,AHIS,http://culpa.info/professors/13636,silver,7.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9000-20213-006/,,,GSAS,4,,,20213AHIS9000G006,INDEPENDENT
AHIS GR9000,M.A. THESIS,,Zeynep Celik,,,11301,Morningside,G9000-20213-007,,Art History and Archaeology,AHIS,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9000-20213-007/,,,GSAS,4,,,20213AHIS9000G007,INDEPENDENT
AHIS GR9000,M.A. THESIS,,Michael Cole,,,11302,Morningside,G9000-20213-008,,Art History and Archaeology,AHIS,http://culpa.info/professors/10160,silver,4.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9000-20213-008/,,,GSAS,4,,,20213AHIS9000G008,INDEPENDENT
AHIS GR9000,M.A. THESIS,,Jonathan K Crary,,,11303,Morningside,G9000-20213-009,,Art History and Archaeology,AHIS,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9000-20213-009/,,,GSAS,4,,,20213AHIS9000G009,INDEPENDENT
AHIS GR9000,M.A. THESIS,,Francesco de Angelis,,,11305,Morningside,G9000-20213-010,,Art History and Archaeology,AHIS,http://culpa.info/professors/2923,silver,10.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9000-20213-010/,,,GSAS,4,,,20213AHIS9000G010,INDEPENDENT
AHIS GR9000,M.A. THESIS,,Vidya Dehejia,,,11306,Morningside,G9000-20213-011,,Art History and Archaeology,AHIS,http://culpa.info/professors/3960,silver,16.0,https://en.wikipedia.org/wiki/Vidya_Dehejia,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9000-20213-011/,,,GSAS,4,,,20213AHIS9000G011,INDEPENDENT
AHIS GR9000,M.A. THESIS,,Dawn H Delbanco,,,11308,Morningside,G9000-20213-012,,Art History and Archaeology,AHIS,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9000-20213-012/,,,GSAS,4,,,20213AHIS9000G012,INDEPENDENT
AHIS GR9000,M.A. THESIS,,Rosalyn Deutsche,,,11309,Morningside,G9000-20213-013,,Art History and Archaeology,AHIS,http://culpa.info/professors/1512,silver,11.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9000-20213-013/,,,GSAS,4,,,20213AHIS9000G013,INDEPENDENT
AHIS GR9000,M.A. THESIS,,Noam M Elcott,,,11310,Morningside,G9000-20213-014,,Art History and Archaeology,AHIS,http://culpa.info/professors/3561,,6.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9000-20213-014/,,,GSAS,4,,,20213AHIS9000G014,INDEPENDENT
AHIS GR9000,M.A. THESIS,,David A Freedberg,,,11311,Morningside,G9000-20213-015,,Art History and Archaeology,AHIS,,,,https://en.wikipedia.org/wiki/David_Freedberg,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9000-20213-015/,,,GSAS,4,,,20213AHIS9000G015,INDEPENDENT
AHIS GR9000,M.A. THESIS,,Meredith Gamer,,,11312,Morningside,G9000-20213-016,,Art History and Archaeology,AHIS,http://culpa.info/professors/13673,,1.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9000-20213-016/,,,GSAS,4,,,20213AHIS9000G016,INDEPENDENT
AHIS GR9000,M.A. THESIS,,Robert Harrist,,,11314,Morningside,G9000-20213-017,,Art History and Archaeology,AHIS,http://culpa.info/professors/481,,19.0,https://en.wikipedia.org/wiki/Robert_E._Harrist,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9000-20213-017/,,,GSAS,4,,,20213AHIS9000G017,INDEPENDENT
AHIS GR9000,M.A. THESIS,,Anne Higonnet,,,11315,Morningside,G9000-20213-018,,Art History and Archaeology,AHIS,http://culpa.info/professors/1530,,30.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9000-20213-018/,,,GSAS,4,,,20213AHIS9000G018,INDEPENDENT
AHIS GR9000,M.A. THESIS,,Elizabeth Hutchinson,,,11317,Morningside,G9000-20213-019,,Art History and Archaeology,AHIS,http://culpa.info/professors/1094,,9.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9000-20213-019/,,,GSAS,4,,,20213AHIS9000G019,INDEPENDENT
AHIS GR9000,M.A. THESIS,,Kellie Jones,,,11319,Morningside,G9000-20213-020,,Art History and Archaeology,AHIS,http://culpa.info/professors/3484,,3.0,https://en.wikipedia.org/wiki/Kellie_Jones,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9000-20213-020/,,,GSAS,4,,,20213AHIS9000G020,INDEPENDENT
AHIS GR9000,M.A. THESIS,,Branden W Joseph,,,11321,Morningside,G9000-20213-021,,Art History and Archaeology,AHIS,,,,https://en.wikipedia.org/wiki/Branden_W._Joseph,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9000-20213-021/,,,GSAS,4,,,20213AHIS9000G021,INDEPENDENT
AHIS GR9000,M.A. THESIS,,Holger A Klein,,,11322,Morningside,G9000-20213-022,,Art History and Archaeology,AHIS,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9000-20213-022/,,,GSAS,4,,,20213AHIS9000G022,INDEPENDENT
AHIS GR9000,M.A. THESIS,,Rosalind Krauss,,,11324,Morningside,G9000-20213-023,,Art History and Archaeology,AHIS,http://culpa.info/professors/1054,silver,10.0,https://en.wikipedia.org/wiki/Rosalind_E._Krauss,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9000-20213-023/,,,GSAS,4,,,20213AHIS9000G023,INDEPENDENT
AHIS GR9000,M.A. THESIS,,Janet L Kraynak,,,11325,Morningside,G9000-20213-024,,Art History and Archaeology,AHIS,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9000-20213-024/,,,GSAS,4,,,20213AHIS9000G024,INDEPENDENT
AHIS GR9000,M.A. THESIS,,Matthew P McKelway,,,11326,Morningside,G9000-20213-025,,Art History and Archaeology,AHIS,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9000-20213-025/,,,GSAS,4,,,20213AHIS9000G025,INDEPENDENT
AHIS GR9000,M.A. THESIS,,Ioannis Mylonopoulos,,,11327,Morningside,G9000-20213-026,,Art History and Archaeology,AHIS,http://culpa.info/professors/3549,silver,13.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9000-20213-026/,,,GSAS,4,,,20213AHIS9000G026,INDEPENDENT
AHIS GR9000,M.A. THESIS,,Eleonora Pistis,,,11329,Morningside,G9000-20213-027,,Art History and Archaeology,AHIS,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9000-20213-027/,,,GSAS,4,,,20213AHIS9000G027,INDEPENDENT
AHIS GR9000,M.A. THESIS,,John Rajchman,,,11332,Morningside,G9000-20213-028,,Art History and Archaeology,AHIS,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9000-20213-028/,,,GSAS,4,,,20213AHIS9000G028,INDEPENDENT
AHIS GR9000,M.A. THESIS,,Jonathan Reynolds,,,11334,Morningside,G9000-20213-029,,Art History and Archaeology,AHIS,http://culpa.info/professors/3923,silver,10.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9000-20213-029/,,,GSAS,4,,,20213AHIS9000G029,INDEPENDENT
AHIS GR9000,M.A. THESIS,,Simon Schama,,,11336,Morningside,G9000-20213-030,,Art History and Archaeology,AHIS,http://culpa.info/professors/568,,3.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9000-20213-030/,,,GSAS,4,,,20213AHIS9000G030,INDEPENDENT
AHIS GR9000,M.A. THESIS,,Avinoam Shalem,,,11338,Morningside,G9000-20213-031,,Art History and Archaeology,AHIS,http://culpa.info/professors/13064,,4.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9000-20213-031/,,,GSAS,4,,,20213AHIS9000G031,INDEPENDENT
AHIS GR9000,M.A. THESIS,,Zo  S Strother,,,11340,Morningside,G9000-20213-032,,Art History and Archaeology,AHIS,http://culpa.info/professors/3956,,10.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9000-20213-032/,,,GSAS,4,,,20213AHIS9000G032,INDEPENDENT
AHIS GR9000,M.A. THESIS,,Lisa Trever,,,11342,Morningside,G9000-20213-033,,Art History and Archaeology,AHIS,http://culpa.info/professors/13669,,2.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9000-20213-033/,,,GSAS,4,,,20213AHIS9000G033,INDEPENDENT
AHIS GR9000,M.A. THESIS,,Michael J Waters,,,11343,Morningside,G9000-20213-034,,Art History and Archaeology,AHIS,http://culpa.info/professors/13347,gold,5.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9000-20213-034/,,,GSAS,4,,,20213AHIS9000G034,INDEPENDENT
AHIS GR9001,RESEARCH FOR ADVANCED STUDENTS,,Alexander Alberro,,,11363,Morningside,G9001-20213-001,RESEARCH FOR ADVANCED STU,Art History and Archaeology,AHIS,http://culpa.info/professors/3921,silver,12.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9001-20213-001/,,,GSAS,3,,,20213AHIS9001G001,INDEPENDENT
AHIS GR9001,RESEARCH FOR ADVANCED STUDENTS,,Zainab Bahrani,,,11364,Morningside,G9001-20213-002,RESEARCH FOR ADVANCED STU,Art History and Archaeology,AHIS,http://culpa.info/professors/1319,silver,10.0,https://en.wikipedia.org/wiki/Zainab_Bahrani,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9001-20213-002/,,,GSAS,3,,,20213AHIS9001G002,INDEPENDENT
AHIS GR9001,RESEARCH FOR ADVANCED STUDENTS,,Frederique Baumgartner,,,11365,Morningside,G9001-20213-003,RESEARCH FOR ADVANCED STU,Art History and Archaeology,AHIS,http://culpa.info/professors/11508,,3.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9001-20213-003/,,,GSAS,3,,,20213AHIS9001G003,INDEPENDENT
AHIS GR9001,RESEARCH FOR ADVANCED STUDENTS,,Barry G Bergdoll,,,11366,Morningside,G9001-20213-004,RESEARCH FOR ADVANCED STU,Art History and Archaeology,AHIS,http://culpa.info/professors/2273,,1.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9001-20213-004/,,,GSAS,3,,,20213AHIS9001G004,INDEPENDENT
AHIS GR9001,RESEARCH FOR ADVANCED STUDENTS,,Diane Bodart,,,11367,Morningside,G9001-20213-005,RESEARCH FOR ADVANCED STU,Art History and Archaeology,AHIS,http://culpa.info/professors/12795,,3.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9001-20213-005/,,,GSAS,3,,,20213AHIS9001G005,INDEPENDENT
AHIS GR9001,RESEARCH FOR ADVANCED STUDENTS,,Gregory Bryda,,,11368,Morningside,G9001-20213-006,RESEARCH FOR ADVANCED STU,Art History and Archaeology,AHIS,http://culpa.info/professors/13636,silver,7.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9001-20213-006/,,,GSAS,3,,,20213AHIS9001G006,INDEPENDENT
AHIS GR9001,RESEARCH FOR ADVANCED STUDENTS,,Zeynep Celik,,,11369,Morningside,G9001-20213-007,RESEARCH FOR ADVANCED STU,Art History and Archaeology,AHIS,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9001-20213-007/,,,GSAS,3,,,20213AHIS9001G007,INDEPENDENT
AHIS GR9001,RESEARCH FOR ADVANCED STUDENTS,,Michael Cole,,,11370,Morningside,G9001-20213-008,RESEARCH FOR ADVANCED STU,Art History and Archaeology,AHIS,http://culpa.info/professors/10160,silver,4.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9001-20213-008/,,,GSAS,3,,,20213AHIS9001G008,INDEPENDENT
AHIS GR9001,RESEARCH FOR ADVANCED STUDENTS,,Jonathan K Crary,,,11371,Morningside,G9001-20213-009,RESEARCH FOR ADVANCED STU,Art History and Archaeology,AHIS,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9001-20213-009/,,,GSAS,3,,,20213AHIS9001G009,INDEPENDENT
AHIS GR9001,RESEARCH FOR ADVANCED STUDENTS,,Francesco de Angelis,,,11372,Morningside,G9001-20213-010,RESEARCH FOR ADVANCED STU,Art History and Archaeology,AHIS,http://culpa.info/professors/2923,silver,10.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/G9001-20213-010/,,,GSAS,3,,,20213AHIS9001G010,INDEPENDENT
