course_code,course_title,course_descr,instructor,scheduled_time_start,scheduled_time_end,call_number,campus,class_id,course_subtitle,department,department_code,instructor_culpa_link,instructor_culpa_nugget,instructor_culpa_reviews_count,instructor_wikipedia_link,link,location,method_of_instruction,open_to,points,prerequisites,scheduled_days,section_key,type
ACCT B5001,Financial Accounting,,Radha Radhakrishna,9:00am,10:15am,11180,Morningside,B5001-20202-001,Accounting I: Financial A,Accounting (ACCT),ACCT,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/ACCT/B5001-20202-001/,ONLINE CLAS,In-Person,,3,,F,20202ACCT5001B001,LECTURE
ACCT B5001,Financial Accounting,,Radha Radhakrishna,9:00am,10:15am,11181,Morningside,B5001-20202-002,Accounting I: Financial A,Accounting (ACCT),ACCT,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/ACCT/B5001-20202-002/,ONLINE CLAS,In-Person,,3,,F,20202ACCT5001B002,LECTURE
ACCT B5001,Financial Accounting,,Amir Ziv,,,11182,Morningside,B5001-20202-300,Accounting I: Financial A,Accounting (ACCT),ACCT,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/ACCT/B5001-20202-300/,,In-Person,,3,,,20202ACCT5001B300,LECTURE
ACCT B5001,Financial Accounting,,,,,11183,Morningside,B5001-20202-400,Accounting I: Financial A,Accounting (ACCT),ACCT,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/ACCT/B5001-20202-400/,,In-Person,,3,,,20202ACCT5001B400,LECTURE
ACCT B5902,Private Equity and Venture Cap,,Jessica Soursourian,,,11213,Morningside,B5902-20202-300,Private Equity and Ventur,Accounting (ACCT),ACCT,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/ACCT/B5902-20202-300/,,In-Person,,3,,,20202ACCT5902B300,LECTURE
ACCT B5917,"Financial Analysis of Mergers,",,,,,11220,Morningside,B5917-20202-300,Financial Analysis of Mer,Accounting (ACCT),ACCT,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/ACCT/B5917-20202-300/,,In-Person,,3,,,20202ACCT5917B300,LECTURE
ACCT B5983,Managerial Accounting & Decision Making,,Jessica Soursourian,9:00am,10:15am,14177,Morningside,B5983-20202-400,Managerial Acct,Accounting (ACCT),ACCT,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/ACCT/B5983-20202-400/,To be announced,In-Person,,3,,RU,20202ACCT5983B400,LECTURE
ACCT B7009,Financial Statement Analysis a,,Benjamin Segal,,,11253,Morningside,B7009-20202-001,Financial Statement Analy,Accounting (ACCT),ACCT,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/ACCT/B7009-20202-001/,,In-Person,,3,,,20202ACCT7009B001,LECTURE
ACCT B8007,Financial Planning & Analysis,,Igor Vaysman,12:30pm,3:45pm,11303,Morningside,B8007-20202-001,Financial Planning & Anal,Accounting (ACCT),ACCT,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/ACCT/B8007-20202-001/,ONLINE CLAS,In-Person,,1.5,,M,20202ACCT8007B001,LECTURE
ACCT B8009,Financial Statement Analysis a,,Thomas E Bourveau,,,11304,Morningside,B8009-20202-001,Financial Statement Analy,Accounting (ACCT),ACCT,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/ACCT/B8009-20202-001/,,In-Person,,3,,,20202ACCT8009B001,LECTURE
ACTU PS5995,INTERNSHIP IN ACTUARIAL SCIENCE,,Lina Xu,,,10353,Morningside,K5995-20202-001,INTERNSHIP IN ACTUARIAL,Actuarial Science,ACTU,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/ACTU/K5995-20202-001/,,In-Person,Professional Studies,1,,,20202ACTU5995K001,INTERNSHIP
ACTU PS6100,INTEG PROJ IN ACTU SCI,,,,,10354,Morningside,K6100-20202-001,INTEGRATED PROJECTS IN ACTU,Actuarial Science,ACTU,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/ACTU/K6100-20202-001/,,In-Person,Professional Studies,3,,,20202ACTU6100K001,SEMINAR
AFAS UN1001,INTRO TO AFRICAN-AMER STUDIES,"Prerequisites: Students need to register for a section of AFAS UN1010, the required discussion section for this course. From the arrival of enslaved Africans to the recent election of President Barack Obama, black people have been central to the story of the United States, and the Americas, more broadly. African Americans have been both contributors to, and victims of, this “New World” democratic experiment. To capture the complexities of this ongoing saga, this course offers an inter-disciplinary exploration of the development of African-American cultural and political life in the U.S. but also in relationship to the different African diasporic outposts of the Atlantic world. The course will be organized both chronologically and thematically, moving from the “middle passage” to the present so-called “post-racial” moment—drawing on a range of classical texts, primary sources, and more recent secondary literature—to grapple with key questions, concerns, and problems (i.e. agency, resistance, culture, etc.) that have preoccupied scholars of African-American history, culture, and politics. Students will be introduced to a range of disciplinary methods and theoretical approaches (spanning the humanities and social sciences), while also attending to the critical tension between intellectual work and everyday life, which are central to the formation of African-American Studies as an academic field. This course will engage specific social formations (i.e. migration, urbanization, globalization, etc.), significant cultural/political developments (i.e. uplift ideologies, nationalism, feminism, Pan-Africanism, religion/spirituality, etc.), and hallmark moments/movements (i.e. Harlem Renaissance, Civil Rights movement, etc.). By the end of the semester, students will be expected to possess a working knowledge of major themes/figures/traditions, alongside a range of cultural/political practices and institutional arrangements, in African-American Studies.",Josef Sorett,1:00pm,4:00pm,12164,Morningside,C1001-20202-001,INTRO TO AFRICAN-AMER STU,Summer Session (SUMM),AFAS,http://culpa.info/professors/9341,silver,3.0,https://en.wikipedia.org/wiki/Josef_Sorett,http://www.columbia.edu//cu/bulletin/uwb/subj/AFAS/C1001-20202-001/,ONLINE CLAS,In-Person,,4,AFAS UN1010,MW,20202AFAS1001C001,LECTURE
AFAS UN1001,INTRO TO AFRICAN-AMER STUDIES,"Prerequisites: Students need to register for a section of AFAS UN1010, the required discussion section for this course. From the arrival of enslaved Africans to the recent election of President Barack Obama, black people have been central to the story of the United States, and the Americas, more broadly. African Americans have been both contributors to, and victims of, this “New World” democratic experiment. To capture the complexities of this ongoing saga, this course offers an inter-disciplinary exploration of the development of African-American cultural and political life in the U.S. but also in relationship to the different African diasporic outposts of the Atlantic world. The course will be organized both chronologically and thematically, moving from the “middle passage” to the present so-called “post-racial” moment—drawing on a range of classical texts, primary sources, and more recent secondary literature—to grapple with key questions, concerns, and problems (i.e. agency, resistance, culture, etc.) that have preoccupied scholars of African-American history, culture, and politics. Students will be introduced to a range of disciplinary methods and theoretical approaches (spanning the humanities and social sciences), while also attending to the critical tension between intellectual work and everyday life, which are central to the formation of African-American Studies as an academic field. This course will engage specific social formations (i.e. migration, urbanization, globalization, etc.), significant cultural/political developments (i.e. uplift ideologies, nationalism, feminism, Pan-Africanism, religion/spirituality, etc.), and hallmark moments/movements (i.e. Harlem Renaissance, Civil Rights movement, etc.). By the end of the semester, students will be expected to possess a working knowledge of major themes/figures/traditions, alongside a range of cultural/political practices and institutional arrangements, in African-American Studies.",Josef Sorett,1:00pm,4:00pm,13327,Morningside,C1001-20202-AS1,INTRO TO AFRICAN-AMER STU,School of Professional Studies (SPS),AFAS,http://culpa.info/professors/9341,silver,3.0,https://en.wikipedia.org/wiki/Josef_Sorett,http://www.columbia.edu//cu/bulletin/uwb/subj/AFAS/C1001-20202-AS1/,ONLINE CLAS,In-Person,,0,AFAS UN1010,MW,20202AFAS1001CAS1,LECTURE
AFAS UN1010,INTRO-AFR-AMER STUDIES - DISC,"At each discussion section meeting, one or more students will be responsible for leading the section in a general discussion about that week's readings. They will present the key ideas within the assigned readings, making connections with information from previous readings and lectures from class. Each student's initial presentation should be about 10 minutes in length, and accompanied by a one or two page outline or short paper. If more than one student is assigned to a particular week, they should meet together prior to class to determine which topics or readings each individual will present. All grades are based  on individual performances, not by the group as a whole.",Josef Sorett,4:00pm,4:50pm,14113,Morningside,C1010-20202-001,INTRO-AFR-AMER STUDIES -,Summer Session (SUMM),AFAS,http://culpa.info/professors/9341,silver,3.0,https://en.wikipedia.org/wiki/Josef_Sorett,http://www.columbia.edu//cu/bulletin/uwb/subj/AFAS/C1010-20202-001/,ONLINE CLAS,In-Person,,0,,MW,20202AFAS1010C001,DISCUSSION
AHIS GU4654,"Painting in the Mid-Twentieth Century, 1","During the mid-twentieth century painting rose to a hegemonic position among the fine arts, and then quickly descended, at least in the eyes of critics, if not the market. New technologies would enable a host of “new media” that often supplanted and always transformed traditional ones. By the 1960s the dominant narratives that had given abstract painting a logic had lost favor, and new challenges were posed to artists who wanted to work in a medium that was increasingly seen as artistically regressive. As well, institutions that had often tamed radical art in the name of aesthetic sublimation were coming under increasing fire for suppressing—by the choice to show only paintings of a certain, largely “formalist” kind—alternative voices. This course will examine the ways painters negotiated these challenges and gave rise to the proliferation of types of painting that flourished later.",Evan R Neely,5:30pm,8:40pm,10660,Morningside,W4654-20202-001,"20th C Painting, 1929   1",Summer Session (SUMM),AHIS,http://localhost:8801/professors/2080,silver,15.0,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/W4654-20202-001/,ONLINE CLAS,In-Person,,3,,MW,20202AHIS4654W001,SEMINAR
AHIS S2314,MASTERS OF THE BAROQUE,"This course examines three masters of European Baroque art—Gianlorenzo Bernini (1598-1680), Diego Velázquez (1599-1660), and Rembrandt van Rijn (1606-1669)—artists who are all well represented in the permanent collection of the Metropolitan Museum of Art. Through classroom discussions and museum visits, we will examine Baroque art as part of a continuing and developing accumulation of forms and ideas throughout the 17th century, and consider the impact these artists had on their contemporaries and in ensuing centuries. Roughly half of the class sessions take place at the Metropolitan Museum, a luxury that allows for close, firsthand analysis of art, but it is not an art appreciation course. It is a history course concerned with a study of ideas, artists, and visual facts and their application to emerging art forms within their cultural-historical context. In addition to developing a critical eye, the class is intended to develop analytical thinking and communication skills as well as knowledge of the subject matter.",Lindsey P Schneider,1:00pm,4:10pm,10222,Morningside,S2314-20202-001,,Summer Session (SUMM),AHIS,,,,,http://www.columbia.edu//cu/bulletin/uwb/subj/AHIS/S2314-20202-001/,ONLINE CLAS,In-Person,,3,,TR,20202AHIS2314S001,LECTURE
