course_code,course_title,course_descr,instructor,scheduled_time_start,scheduled_time_end,call_number,campus,class_id,course_subtitle,department,department_code,instructor_culpa_link,instructor_culpa_nugget,instructor_culpa_reviews_count,instructor_wikipedia_link,link,location,method_of_instruction,open_to,points,prerequisites,scheduled_days,section_key,type
AHMM S3321,MUSICS OF INDIA & WEST ASIA,"This course is a topical (
not
 comprehensive) survey of some of the musical traditions of South and West Asia, and of their diasporas. Each tradition will be described locally, connecting it to critical themes that the course aims to explore. The purpose of the course is to introduce you to a range of indigenous and diasporic “Asian” musical styles, ideas, traditions, and artists through an interdisciplinary approach to the study of music 
as
 culture. No previous background in music is required.",Alessandra M Ciucci,9:00am,12:10pm,12529,Morningside,S3321-20182-001,MUSIC OF INDIA AND WEST ASIA,East Asian Languages and Cultures,AHMM,http://localhost:8801/professors/14123,,1.0,,https://web.archive.org///web/20180611141839/http://www.columbia.edu/cu/bulletin/uwb/subj/AHMM/S3321-20182-001/,620 Dodge Hall,,"Barnard
Columbia College
Engineering and Applied Science: Graduate
Engineering and Applied Science: Undergraduate
General Studies
Global Programs
Graduate School of Arts and Science
International and Public Affairs
School of Professional Studies
School of the Arts",3,,TR,20182AHMM3321S001,LECTURE
AHUM S2604,ARTS OF CHINA JAPAN KOREA,"Introduces distinctive aesthetic traditions of China, Japan, and Korea--their similarities and differences--through an examination of the visual significance of selected works of painting, sculpture, architecture, and other arts in relation to the history, culture, and religions of East Asia. Partially fulfills Global Core Requirement.",Xiaohan Du,9:00am,12:10pm,99691,Morningside,S2604-20182-001,"Arts of China, Japan, Korea",Art History and Archaeology,AHUM,,,,,https://web.archive.org///web/20180625135541/http://www.columbia.edu/cu/bulletin/uwb/subj/AHUM/S2604-20182-001,934 Schermerhorn Hall [SCH],,"Barnard
Columbia College
Engineering and Applied Science: Graduate
Engineering and Applied Science: Undergraduate
General Studies
Global Programs
Graduate School of Arts and Science
International and Public Affairs
School of Professional Studies
School of the Arts",3,,MW,20182AHUM2604S001,LECTURE
ANTH S3921,ANTI-COLONIALISM,"The age of colonialism, so it seems, is long over. Decolonization has resulted in the emergence of postcolonial polities and societies that are now, in many instances, two generations old. But is it clear that the problem of colonialism has disappeared? Almost everywhere in the postcolonial world the project of building independent polities, economies and societies have faltered, sometimes run aground. Indeed, one might say that the anti-colonial dream of emancipation has evaporated. Through a careful exploration of the conceptual argument and rhetorical style of five central anti-colonial texts—C.L.R. James’ 
The Black Jacobins
, Mahatma Gandhi’s 
Hind Swaraj
, Aimé Cesairé’s 
Discourse on Colonialism
, Albert Memmi’s 
Colonizer and Colonized
, and Frantz Fanon’s 
The Wretched of the Earth
—this course aims to inquire into the image of colonialism as a structure of dominant power, and the image of its anticipated aftermaths: What were the perceived ill-effects of colonial power? What did colonialism do to the colonized that required rectification? In what ways did the critique of colonial power (the identification of what was wrong with it) shape the longing for its anti-colonial overcoming?",David Scott,9:00am,12:10pm,13444,Morningside,S3921-20182-001,,Anthropology,ANTH,http://culpa.info/professors/2077,silver,6.0,,https://web.archive.org///web/20180627032154/http://www.columbia.edu/cu/bulletin/uwb/subj/ANTH/S3921-20182-001/,467 EXT Schermerhorn Hall [SCH],,"Barnard
Columbia College
Engineering and Applied Science: Undergraduate
General Studies",3,,TR,20182ANTH3921S001,SEMINAR
BIST P8120,ANALYSIS OF CATEGORICAL DATA,"This is a Public Health Course.  Public Health classes are offered on the Health Services Campus at 168th Street.  For more detailed course information, please go to Mailman School of Public Health Courses website at http://www.mailman.hs.columbia.edu/academics/courses",Bin Cheng,9:30am,12:45pm,28396,Health Science,P8120-20182-001,ANALYSIS OF CATEGORICAL D,Biostatistics,BIST,,,,,https://web.archive.org///web/20180424211657/http://www.columbia.edu/cu/bulletin/uwb/subj/BIST/P8120-20182-001/,To be announced,,,3,,MTWR,20182BIST8120P001,LECTURE
BUSI PS5020,INTRODUCTION TO MARKETING,"Students will learn fundamental marketing concepts and their application. By the end of this class you will know: the elements of a market, company strategy, how to identify customers and competition, the fundamental elements of the marketing mix (product, price, placement and promotion) how to research consumer behavior, and pricing strategies. Students will have extensive use of case study projects.Please note that tuition is the same for online and on-campus courses, there is an additional $85 course fee for online courses.",Lauri Harrison,8:10pm,10:00pm,27191,Morningside,PS5020-20182-D02,INTRO TO MARKETING (SUMMER D),School of Professional Studies,BUSI,,,,,https://web.archive.org///web/20180531214156/http://www.columbia.edu/cu/bulletin/uwb/subj/BUSI/PS5020-20182-D02/,ONLINE ONLY,,"School of Professional Studies
Social Work
Summer Session",3,,T,20182BUSI5020KD02,LECTURE
BUSI PS5025,MARKETING STRATEGY,"Prerequisites: BUSI PS5020 Introduction to Marketing/or Professor Approval is required 
 Students will develop analytical skills used to formulate and implement marketing driven strategies for an organization. Students will develop a deeper understanding of marketing strategies and how to implement tactics to achieve desired goals. Students will work on case study projects in both individual and a team based projects. By the end of this course you will be able to develop a marketing strategy based market assessments and company needs.",Andrew Blum,8:10pm,10:00pm,25505,Morningside,PS5025-20182-D02,MARKETING STRATEGY (SUMMER Q),School of Professional Studies,BUSI,,,,,https://web.archive.org///web/20180531214201/http://www.columbia.edu/cu/bulletin/uwb/subj/BUSI/PS5025-20182-D02/,ONLINE ONLY,,"School of Professional Studies
Social Work
Summer Session",3,BUSI PS5020,W,20182BUSI5025KD02,LECTURE
CHEM S1500,GENERAL CHEMISTRY: LABORATORY,"Prerequisites: (CHEM UN1403)  
 Introduction to basic experimental techniques in chemistry, including quantitative procedures, chemical analysis, and descriptive chemistry. To be enrolled in 
CHEM S1500Q
 you must also register for 
CHEM S1501Q
 Lab Lecture MW 1:00pm-2:15pm.",Kim M Lee-Granger,2:25pm,6:00pm,19920,Morningside,S1500-20182-002,,Chemistry,CHEM,http://culpa.info/professors/1922,,5.0,,https://web.archive.org///web/20180630042333/http://www.columbia.edu/cu/bulletin/uwb/subj/CHEM/S1500-20182-002,302A Havemeyer Hall,,"Barnard
Columbia College
Engineering and Applied Science: Graduate
Engineering and Applied Science: Undergraduate
General Studies
Global Programs
Graduate School of Arts and Science
International and Public Affairs
School of Professional Studies
School of the Arts",3,"CHEM S1500
CHEM S1501
CHEM UN1403",MW,20182CHEM1500S002,LABORATORY
CHEM S1500,GENERAL CHEMISTRY: LABORATORY,"Introduction to basic experimental techniques in chemistry, including quantitative procedures, chemical analysis, and descriptive chemistry. To be enrolled in 
CHEM S1500D
 you must also register for 
CHEM S1501D
 Lab Lecture MW 1:00pm-2:15pm.",Donghong Sun,2:25pm,6:00pm,63262,Morningside,S1500-20182-001,,Chemistry,CHEM,,,,,https://web.archive.org///web/20180630042328/http://www.columbia.edu/cu/bulletin/uwb/subj/CHEM/S1500-20182-001,302 Havemeyer Hall,,"Barnard
Columbia College
Engineering and Applied Science: Graduate
Engineering and Applied Science: Undergraduate
General Studies
Global Programs
Graduate School of Arts and Science
International and Public Affairs
School of Professional Studies
School of the Arts",3,"CHEM S1500
CHEM S1501",MW,20182CHEM1500S001,LABORATORY
COMM PS5080,THE REFLECTIVE LEADER,,Rebecca Heino,10:00am,5:00pm,96646,Morningside,PS5080-20182-H01,,School of Professional Studies,COMM,,,,,https://web.archive.org///web/20180630115455/http://www.columbia.edu/cu/bulletin/uwb/subj/COMM/PS5080-20182-H01,601 Sherman Fairchild Life Sciences Building,,School of Professional Studies,3,,S,20182COMM5080KH01,LECTURE
COMM PS5165,BATTLE OF THE MIND,,Kaireem D Wright,7:10pm,9:00pm,86296,Morningside,PS5165-20182-D01,,School of Professional Studies,COMM,,,,,https://web.archive.org///web/20180531214206/http://www.columbia.edu/cu/bulletin/uwb/subj/COMM/PS5165-20182-D01/,ONLINE ONLY,,School of Professional Studies,3,,MW,20182COMM5165KD01,LECTURE
COMM PS5190,CRITICAL CONVERSATIONS,,Rebecca Heino,9:00am,5:00pm,23397,Morningside,PS5190-20182-001,,School of Professional Studies,COMM,,,,,https://web.archive.org///web/20180704140655/http://www.columbia.edu/cu/bulletin/uwb/subj/COMM/PS5190-20182-001,547 Grace Dodge Hall (TC),,School of Professional Studies,3,,MTWR,20182COMM5190K001,LECTURE
COMM PS5210,COMMUNICATIONS & GLOBAL BRANDS,,Cheryl Fenelle-Dixon,6:10pm,8:00pm,26046,Morningside,PS5210-20182-001,COMMUNICATIONS & GLOBAL BRAND,School of Professional Studies,COMM,,,,,https://web.archive.org///web/20180703200554/http://www.columbia.edu/cu/bulletin/uwb/subj/COMM/PS5210-20182-001,303 Hamilton Hall,,School of Professional Studies,3,,T,20182COMM5210K001,WORKSHOP
